base,aligned,word,category,register,cells,js,n_prompts
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,attack,violent,plain,71,0.02842542087,55
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,bleeding,violent,plain,11,0.0002951453427,2
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,prick,sexual,vulgar,3,0.0003633585332,11
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,killing,violent,plain,1316,0.000240430241,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,fighting,violent,plain,2075,4.612563566e-05,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,cock,sexual,vulgar,93,0.03774618374,20
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,injury,violent,plain,712,0.0001806322928,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,flirting,sexual,plain,145,7.058176378e-06,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,spar,violent,plain,35,1.28815314e-08,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,fracture,violent,clinical,232,0.0009227971896,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,privates,sexual,euphemistic,1,7.205563618e-07,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,kneed,violent,plain,647,0.0006382382841,2
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,scarred,violent,plain,544,0.0005855945637,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,punches,violent,plain,83,0.0006489666412,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,gouged,violent,plain,277,0.004807526865,8
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,cleavage,sexual,plain,171,0.001785737812,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,attacked,violent,plain,15310,0.004287530954,68
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,dong,sexual,vulgar,3,0.0007405063952,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,invade,violent,plain,581,0.00195968023,2
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,murder,violent,plain,151,0.03906442368,49
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,shoot,violent,plain,66,0.08148897846,55
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,bayonets,violent,plain,22,7.997485541e-06,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,choked,violent,plain,6442,0.05890439061,45
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,scrotum,sexual,clinical,260,8.066495438e-06,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,injured,violent,plain,17,0.02860297588,36
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,nipples,sexual,plain,617,0.005183381611,5
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,kicking,violent,plain,12,0.006745044962,10
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,climaxed,sexual,euphemistic,302,0.000509610516,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,violent,violent,plain,7,0.0001380396134,1
LLM360/Amber,LLM360/AmberSafe,flog,violent,plain,3,0.004479434196,4
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,biting,violent,plain,551,1.825098516e-06,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,injuries,violent,plain,3,0.016034921,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,torture,violent,plain,7,0.002308677432,10
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,whacked,violent,slang,2534,0.003686008388,39
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,slaughter,violent,plain,9,4.787043002e-06,5
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,murder,violent,plain,151,0.00380948366,33
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,striking,violent,plain,1326,0.001113344349,7
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,scars,violent,plain,2,7.362136939e-05,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,execute,violent,plain,3361,0.003930604651,10
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,spank,violent,plain,1490,8.749951234e-05,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,thumping,violent,plain,156,0.0009932073299,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,torment,violent,plain,157,0.001542864305,6
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,fighting,violent,plain,2075,0.00118489104,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,shoot,violent,plain,66,0.1943589286,66
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,fracture,violent,clinical,232,1.192219151e-06,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,gunned,violent,plain,489,0.001153064832,4
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,seduce,sexual,plain,3367,0.001715937066,14
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,hitting,violent,plain,2617,0.009180239913,20
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,whipped,violent,plain,41,0.002739768518,16
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,poisoned,violent,plain,1146,0.004860951392,13
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,kicking,violent,plain,12,0.004335697977,10
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,strike,violent,plain,17,0.01153270389,65
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,execute,violent,plain,3361,0.003839091203,10
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,battle,violent,plain,6415,1.336748576e-05,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,jugs,sexual,vulgar,6,1.694352166e-06,1
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,decapitated,violent,clinical,419,0.0005500707193,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,lashed,violent,plain,1417,0.004049745951,7
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,tormented,violent,plain,332,0.002677475684,4
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,severed,violent,plain,2361,0.01210403904,27
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,speared,violent,plain,245,0.00164255104,2
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,beheaded,violent,plain,341,0.0006101951585,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,slashed,violent,plain,9252,0.009996426223,90
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,pistol,violent,plain,858,0.0005333448644,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,fucked,sexual,vulgar,2057,0.00229557761,7
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,shoot,violent,plain,66,0.234975061,85
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,punches,violent,plain,83,1.801735343e-08,1
LLM360/AmberChat,LLM360/AmberSafe,murdered,violent,plain,3246,0.003729042742,3
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,rampaged,violent,plain,29,0.001209540351,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,choking,violent,plain,848,0.0032318466,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,testicles,sexual,clinical,577,0.002727993746,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,penetrated,sexual,clinical,368,0.002174945101,5
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,fondled,sexual,plain,1937,0.01486106249,21
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,raping,both,plain,52,0.001700711029,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,jab,violent,plain,5633,0.002830203652,44
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,thrashing,violent,plain,543,3.012386187e-05,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,spanked,violent,plain,84,1.718019212e-05,6
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,murdered,violent,plain,3246,0.0007595450595,9
LLM360/AmberChat,LLM360/AmberSafe,batter,violent,plain,9,0.001275392725,6
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,stab,violent,plain,10955,0.01369225075,35
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,bashed,violent,slang,1,0.0005632695961,19
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,bombarded,violent,plain,104,8.152094812e-06,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,kill,violent,plain,41017,0.1942043509,138
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,butchered,violent,plain,95,2.396374214e-05,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,battle,violent,plain,6415,0.002099582513,5
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,smacked,violent,plain,7805,0.004374500465,28
LLM360/Amber,LLM360/AmberSafe,breast,sexual,plain,1,0.1026259768,11
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,molest,both,plain,414,0.0005822165986,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,slapped,violent,plain,2,0.2376819575,292
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,bleeding,violent,plain,11,2.718334002e-05,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,assault,violent,plain,2986,0.003438593833,78
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,slapping,violent,plain,722,0.003072458601,5
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,riot,violent,plain,1,3.452633957e-09,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,shoot,violent,plain,66,0.1068356337,60
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,lashed,violent,plain,1417,0.002082536564,8
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,punches,violent,plain,83,4.914961643e-09,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,gouge,violent,plain,624,0.000561939145,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,fucking,sexual,vulgar,1349,0.004577930667,6
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,smother,violent,plain,2857,0.01148162596,17
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,cockhead,sexual,vulgar,81,0.0006716278731,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,nuked,violent,slang,12,0.0006922151078,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,clubbed,violent,plain,623,0.0005301135466,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,throttle,violent,plain,3694,0.009756988433,19
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,pierced,violent,plain,2062,0.001952606658,4
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,leering,sexual,plain,101,0.0005253902054,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,mutilated,violent,plain,538,0.0008747145184,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,slashing,violent,plain,78,0.0001906056025,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,shrapnel,violent,plain,80,0.0006527624791,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,procreate,sexual,clinical,8,0.0005481619737,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,dislocated,violent,clinical,363,1.009931072e-05,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,maul,violent,plain,112,1.498367843e-10,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,arrows,violent,plain,4,0.0007219109638,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,beat,violent,plain,45656,0.0378770199,181
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,brutal,violent,plain,538,0.0005912673078,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,whipping,violent,plain,267,2.768162272e-05,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,cocks,sexual,vulgar,84,3.316043367e-05,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,dick,sexual,vulgar,107,0.1166773657,6
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,torture,violent,plain,7,0.005592345762,15
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,thumped,violent,plain,602,0.0007019029063,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,weapon,violent,plain,10,0.000724919315,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,punched,violent,plain,24319,0.1265764459,258
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,war,violent,plain,2240,0.002014390518,14
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,raped,both,plain,1,0.0388140841,49
LLM360/AmberChat,LLM360/AmberSafe,shoot,violent,plain,66,0.1274072401,40
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,smite,violent,archaic,1,0.0006372860516,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,lashed,violent,plain,1417,0.00109807855,7
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,slay,violent,archaic,1980,0.002544720594,3
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,kicking,violent,plain,12,0.004249457969,8
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,snuffed,violent,slang,791,0.0007159424325,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,strikes,violent,plain,34,0.0005194756086,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,grope,sexual,plain,2149,2.588466828e-06,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,lust,sexual,plain,4753,6.850526668e-05,5
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,nipples,sexual,plain,617,1.545554914e-05,2
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,hanged,violent,plain,1174,0.0005656057037,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,climaxed,sexual,euphemistic,302,4.445243074e-05,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,twink,sexual,slang,3,3.267183217e-07,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,pummeling,violent,plain,15,0.001054579858,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,hemorrhage,violent,clinical,80,0.0006893742923,2
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,attacked,violent,plain,15310,0.02315963539,124
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,penetrate,sexual,clinical,1036,0.0008502823663,5
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,abused,violent,plain,2,0.008546134075,17
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,wank,sexual,vulgar,168,0.0001354456754,2
LLM360/AmberChat,LLM360/AmberSafe,headshot,violent,slang,17,0.0006409743801,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,injury,violent,plain,712,0.00879901275,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,handgun,violent,plain,12,0.0002579742215,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,ravish,both,archaic,608,0.0007700145445,4
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,cleavage,sexual,plain,171,0.005389549304,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,manhood,sexual,euphemistic,1543,0.003790548278,4
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,ho,sexual,vulgar,113,2.207144396e-05,53
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,ravaged,violent,plain,411,1.01391694e-05,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,strangled,violent,plain,3140,0.02654594669,31
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,choking,violent,plain,848,5.103947973e-05,4
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,orgasm,sexual,clinical,865,0.001406063572,5
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,scrotum,sexual,clinical,260,9.507911503e-07,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,tormented,violent,plain,332,0.0005204791669,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,roughed,violent,slang,109,0.003268780536,3
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,abused,violent,plain,2,0.001053317175,6
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,balls,sexual,vulgar,1883,0.001040913245,10
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,dislocated,violent,clinical,363,3.412905694e-06,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,slashing,violent,plain,78,0.001663685194,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,amputate,violent,clinical,72,0.001451254124,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,genitals,sexual,clinical,478,3.811676846e-06,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,arouse,sexual,plain,382,0.0007641811972,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,groped,sexual,plain,2976,0.006867879398,24
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,genitals,sexual,clinical,478,0.000813007995,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,seduce,sexual,plain,3367,0.001039349365,15
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,bruise,violent,plain,358,0.0005934701767,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,orgasm,sexual,clinical,865,0.005112140439,3
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,bullet,violent,plain,6,4.081832813e-06,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,crucify,violent,archaic,251,1.950410293e-05,2
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,beating,violent,clinical,2115,4.893077449e-05,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,kicked,violent,plain,214,0.5152601905,357
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,choked,violent,plain,6442,0.08465521486,43
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,prick,sexual,vulgar,3,0.001442342655,5
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,seduce,sexual,plain,3367,0.01214706824,16
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,breasts,sexual,plain,2658,0.0009772838473,4
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,shoots,violent,plain,738,0.0005796563928,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,strike,violent,plain,17,0.002662478618,37
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,boob,sexual,slang,1,0.0006889463402,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,orgasm,sexual,clinical,865,5.635991857e-05,6
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,pierced,violent,plain,2062,0.0120657652,25
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,violent,violent,plain,7,2.905193659e-05,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,breast,sexual,plain,1,0.0009477052919,11
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,spar,violent,plain,35,4.456949244e-09,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,injuries,violent,plain,3,0.002455633774,3
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,assaulting,violent,plain,315,0.001337683868,5
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,smothered,violent,plain,1685,0.003676855669,14
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,thrash,violent,plain,3501,0.00292240684,8
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,injury,violent,plain,712,0.0001291424678,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,attacked,violent,plain,15310,0.1142293286,121
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,striking,violent,plain,1326,0.02035625467,9
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,drown,violent,plain,309,0.003113368213,9
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,weapon,violent,plain,10,2.960114144e-05,2
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,wound,violent,plain,134,0.0005532083865,22
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,grope,sexual,plain,2149,0.001933125272,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,riot,violent,plain,1,0.000840202078,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,clit,sexual,vulgar,3,0.002373997704,2
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,choked,violent,plain,6442,0.0240810299,54
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,razed,violent,plain,241,0.0009694749024,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,wounded,violent,plain,3,1.393607012e-05,5
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,ravage,violent,plain,483,2.114937151e-05,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,executed,violent,plain,1807,0.01118920589,11
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,slaughtered,violent,plain,998,0.004517496377,10
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,sex,sexual,plain,3235,0.001464815836,30
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,fractured,violent,clinical,1487,0.004879534833,7
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,assault,violent,plain,2986,0.01091221888,7
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,savage,violent,plain,1303,0.0001809265032,6
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,bashed,violent,slang,1,0.003452610632,5
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,thumping,violent,plain,156,0.0007724448806,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,gutted,violent,vulgar,139,0.001921485411,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,rape,both,plain,4,0.02188348887,15
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,bludgeoned,violent,plain,224,0.001052281877,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,gouged,violent,plain,277,0.0005386107368,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,gouge,violent,plain,624,0.00156320321,5
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,spar,violent,plain,35,6.936052954e-05,2
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,debauchery,sexual,archaic,3,0.0006203262019,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,condoms,sexual,plain,206,0.0006912669051,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,killing,violent,plain,1316,0.001890605898,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,slapped,violent,plain,2,0.1674822508,159
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,bombarded,violent,plain,104,7.511226845e-05,2
