frame,name,scale,base,aligned,delta,word_coverage
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_euphemism,2.7778,4.0000,1.2222,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_explicitness,3.6667,1.7500,-1.9167,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_exposure,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_genitality,1.6667,1.0000,-0.6667,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_incorporation,2.5556,1.7500,-0.8056,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_is_modifier,0.0000,0.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_orality,6.1111,6.0000,-0.1111,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,sexual_v2_tactility,1.2222,1.0000,-0.2222,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_abstraction,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_agency,5.0000,5.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_arousal,5.6667,5.5000,-0.1667,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_assertiveness,3.7778,3.2500,-0.5278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_collective,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_deference,3.6667,4.0000,0.3333,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_procedural,1.3333,1.7500,0.4167,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_specificity,6.4444,6.5000,0.0556,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_target,5.6667,5.5000,-0.1667,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_termination,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,slot_institutional_en_v3_vocalisation,1.0000,1.2500,0.2500,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_aggression,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_deliberation,1.7778,2.0000,0.2222,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_directedness,4.2222,3.2500,-0.9722,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_fit,7.0000,7.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_harm,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_hedged,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_interiority,1.8889,2.0000,0.1111,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_makes_better,4.2222,4.2500,0.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_makes_worse,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_mundanity,3.2222,4.2500,1.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_superego,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_vocalisation,1.0000,1.2500,0.2500,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_aggression,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_deliberation,1.7778,2.0000,0.2222,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_directedness,4.2222,3.2500,-0.9722,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_fit,7.0000,7.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_harm,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_hedged,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_interiority,1.8889,2.0000,0.1111,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_makes_better,4.2222,4.2500,0.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_makes_worse,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_mundanity,3.2222,4.2500,1.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_superego,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6_wide_vocalisation,1.0000,1.2500,0.2500,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_aggression,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_deliberation,1.7778,2.0000,0.2222,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_directedness,4.2222,3.2500,-0.9722,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_fit,7.0000,7.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_harm,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_hedged,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_interiority,1.8889,2.0000,0.1111,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_makes_better,4.2222,4.2500,0.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_makes_worse,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_mundanity,3.2222,4.2500,1.0278,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_superego,1.0000,1.0000,0.0000,1.000
She put his mouth to her,Body part as the endpoint of a directed placement,v6full_vocalisation,1.0000,1.2500,0.2500,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_abstraction,1.8000,1.6667,-0.1333,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_agency,4.4000,4.0000,-0.4000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_arousal,3.8000,2.3333,-1.4667,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_assertiveness,3.4000,3.0000,-0.4000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_collective,1.0000,1.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_deference,4.0000,4.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_procedural,3.4000,4.0000,0.6000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_specificity,5.4000,5.0000,-0.4000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_target,6.4000,7.0000,0.6000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_termination,1.0000,1.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,slot_institutional_en_v3_vocalisation,1.0000,1.0000,0.0000,0.667
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_aggression,1.0000,1.0000,0.0000,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_deliberation,1.4000,1.0000,-0.4000,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_directedness,3.4000,1.0000,-2.4000,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_fit,7.0000,5.2857,-1.7143,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_harm,1.0000,1.0000,0.0000,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_hedged,1.0000,1.0000,0.0000,1.000
She sent him a photo of her,Possessed noun vs. attributive modifier,v6_interiority,1.0000,1.1429,0.1429,1.000
