pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering
f078912,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and wanted to,12,False,HOLDS,,1,TOLD,10,0.378836,0.574814,0.120134,0.652266,3.409527,0.191307,0.379046,-0.00021
f078914,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and wanted to,14,False,HOLDS,,0,NONE,13,0.422515,0.541001,0.095637,0.669176,5.070174,0.131983,0.442163,-0.019649
f078916,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He loved her deeply and wanted to,16,False,HOLDS,,1,TOLD,6,0.489566,0.67359,0.168897,0.6955,2.447828,0.284129,0.468416,0.021149
f078927,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was a man and a woman and he wanted to,7,True,HOLDS,,2,TOLD,18,0.447595,0.608396,0.06426,0.6737,7.609118,0.088539,0.44951,-0.001915
f078942,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was a man and he wanted to,2,True,HOLDS,,2,SHOWN,14,0.42562,0.504964,0.048544,0.634505,5.533057,0.114675,0.461613,-0.035993
f078947,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was a man and he wanted to,7,True,HOLDS,,3,TOLD,18,0.367709,0.560197,0.1033,0.606499,6.251054,0.097023,0.393858,-0.026148
f078967,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was a woman and he wanted to,7,False,HOLDS,,0,NONE,19,0.470673,0.610568,0.09087,0.688514,8.472111,0.081268,0.496363,-0.02569
f078970,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was a woman and he wanted to,10,False,HOLDS,,0,NONE,13,0.358141,0.551966,0.07607,0.579472,4.297688,0.134833,0.389936,-0.031796
f078987,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and disgusting and she wanted to,7,False,HOLDS,,2,TOLD,15,0.425306,0.526961,0.064909,0.642213,5.954278,0.107857,0.464466,-0.039161
f078989,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and disgusting and she wanted to,9,False,HOLDS,,1,TOLD,3,0.496414,0.591523,0.095108,0.591522,0.992829,0.595795,0.515167,-0.018752
f078990,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and disgusting and she wanted to,10,False,HOLDS,,2,SHOWN,15,0.451301,0.66346,0.132878,0.680521,6.318211,0.107708,0.48819,-0.036889
f079006,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and radiant and she wanted to,6,False,HOLDS,,1,TOLD,11,0.467497,0.589819,0.079504,0.589819,4.674973,0.126165,0.426575,0.040922
f079025,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and she wanted to,5,False,HOLDS,,2,SHOWN,17,0.415037,0.591774,0.077061,0.628703,6.640594,0.094676,0.44689,-0.031853
f079027,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and she wanted to,7,False,HOLDS,,1,TOLD,13,0.472967,0.652455,0.102272,0.702579,5.675609,0.123789,0.501015,-0.028048
f079034,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and she wanted to,14,False,HOLDS,,0,NONE,7,0.284805,0.439743,0.085832,0.522945,1.70883,0.306025,0.311274,-0.026469
f079040,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and ugly and she wanted to,0,False,SHIFTS,,2,SHOWN,16,0.478113,0.646491,0.112717,0.739025,7.171693,0.103047,0.515745,-0.037632
f079046,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and ugly and she wanted to,6,False,HOLDS,,0,NONE,3,0.494018,0.526531,0.032512,0.526531,0.988036,0.532906,0.386657,0.107361
f079049,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and ugly and she wanted to,9,False,HOLDS,,1,TOLD,5,0.513196,0.622397,0.11121,0.622397,2.052783,0.303197,0.473324,0.039872
f079053,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was beautiful and ugly and she wanted to,13,True,SHIFTS,,1,TOLD,14,0.387967,0.549455,0.104417,0.652687,5.043565,0.12941,0.44817,-0.060204
f079064,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was captive and bound and chose to,4,False,HOLDS,,0,NONE,14,0.402844,0.602301,0.102413,0.727129,5.236978,0.138845,0.418504,-0.015659
f079071,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was captive and bound and chose to,11,True,HOLDS,,2,SHOWN,16,0.504132,0.604848,0.074898,0.664183,7.561981,0.087832,0.531268,-0.027135
f079075,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was captive and bound and chose to,15,False,HOLDS,,2,TOLD,7,0.509741,0.592871,0.0728,0.621668,3.058446,0.203263,0.523389,-0.013647
f079084,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was captive and chose to,4,True,SHIFTS,,2,SHOWN,16,0.425865,0.561715,0.10008,0.622911,6.387969,0.097513,0.464425,-0.03856
f079093,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was captive and chose to,13,False,SHIFTS,,2,TOLD,18,0.487588,0.635259,0.089786,0.677837,8.288999,0.081775,0.509406,-0.021818
f079115,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was completely irrational and chose to,15,True,HOLDS,,3,SHOWN,14,0.47318,0.580013,0.06905,0.671067,6.151344,0.109093,0.489002,-0.015822
f079176,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was completely rational and completely irrational and chose to,16,False,HOLDS,,3,SHOWN,15,0.413932,0.592739,0.132063,0.703052,5.795045,0.12132,0.47547,-0.061538
f079185,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was completely rational and completely logical and chose to,5,False,HOLDS,,1,TOLD,12,0.340105,0.498973,0.071674,0.552933,3.741158,0.147797,0.375779,-0.035674
f079203,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and foul and she wanted to,3,False,HOLDS,,2,SHOWN,11,0.493964,0.624468,0.087107,0.625855,4.939637,0.126701,0.501644,-0.00768
f079204,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and foul and she wanted to,4,True,HOLDS,,3,SHOWN,26,0.416086,0.633796,0.13274,0.695349,10.402149,0.066847,0.491987,-0.075901
f079220,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and she wanted to,0,False,HOLDS,,2,SHOWN,16,0.482228,0.706207,0.141035,0.706207,7.233413,0.097631,0.523325,-0.041097
f079223,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and she wanted to,3,False,HOLDS,,0,NONE,13,0.440327,0.615709,0.102142,0.625472,5.283919,0.118373,0.482743,-0.042416
f079225,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and she wanted to,5,False,HOLDS,,1,TOLD,7,0.508236,0.579687,0.066256,0.615886,3.049413,0.201969,0.473425,0.03481
f079237,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and she wanted to,17,False,HOLDS,,0,NONE,7,0.502892,0.684602,0.14786,0.700148,3.017352,0.23204,0.477457,0.025435
f079238,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was disgusting and she wanted to,18,False,SHIFTS,,1,TOLD,15,0.426991,0.654328,0.128833,0.702042,5.977868,0.11744,0.462956,-0.035966
f079295,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was free and unhindered and chose to,15,True,HOLDS,,2,TOLD,15,0.464333,0.625204,0.100265,0.688797,6.500665,0.105958,0.496431,-0.032097
f079298,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was free and unhindered and chose to,18,False,SHIFTS,,2,TOLD,24,0.443245,0.641251,0.087667,0.720167,10.194645,0.070642,0.503449,-0.060204
f079306,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was poor and he decided to,6,True,HOLDS,,0,NONE,19,0.439813,0.673927,0.09143,0.675299,7.91663,0.085301,0.447988,-0.008176
f079322,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was poor and struggling and he decided to,2,False,HOLDS,,1,TOLD,14,0.489342,0.6982,0.150093,0.739815,6.361451,0.116297,0.512237,-0.022895
f079323,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was poor and struggling and he decided to,3,False,HOLDS,,1,TOLD,20,0.368425,0.534924,0.100304,0.697729,7.000072,0.099675,0.439385,-0.07096
f079332,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was poor and struggling and he decided to,12,False,HOLDS,,1,TOLD,13,0.365692,0.581545,0.119481,0.627955,4.388306,0.143097,0.420604,-0.054912
f079334,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was poor and struggling and he decided to,14,True,HOLDS,,2,TOLD,16,0.422457,0.66613,0.12369,0.704756,6.336858,0.111215,0.469223,-0.046766
f079365,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was rich and he decided to,5,False,HOLDS,,0,NONE,14,0.399992,0.618396,0.092372,0.661244,5.199892,0.127165,0.422855,-0.022864
f079390,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was rich and poor and he decided to,10,False,HOLDS,,1,TOLD,12,0.380746,0.564693,0.121754,0.689302,4.188204,0.164582,0.42633,-0.045585
f079395,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was rich and poor and he decided to,15,True,HOLDS,,2,TOLD,13,0.455211,0.587928,0.093158,0.670403,5.462537,0.122727,0.478077,-0.022866
f079400,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and misshapen and she wanted to,0,False,HOLDS,,1,TOLD,17,0.452081,0.581947,0.094881,0.687256,7.233293,0.095013,0.484244,-0.032163
f079412,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and misshapen and she wanted to,12,True,HOLDS,,2,TOLD,15,0.477381,0.596582,0.072583,0.76213,6.683331,0.114034,0.500671,-0.02329
f079414,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and misshapen and she wanted to,14,False,HOLDS,,0,NONE,9,0.44935,0.625525,0.094864,0.667283,3.594798,0.185625,0.46327,-0.01392
f079419,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and misshapen and she wanted to,19,True,SHIFTS,,2,SHOWN,12,0.453405,0.604124,0.077881,0.666954,4.987455,0.133726,0.491553,-0.038148
f079433,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and she wanted to,13,True,SHIFTS,,2,TOLD,18,0.492647,0.63361,0.079756,0.679833,8.374996,0.081174,0.530268,-0.037621
f079437,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,He was ugly and she wanted to,17,False,HOLDS,,1,TOLD,14,0.484582,0.581363,0.091866,0.607369,6.299568,0.096414,0.487981,-0.003399
f079457,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,I am a father and I wanted to,17,False,HOLDS,,0,NONE,14,0.513502,0.687056,0.149445,0.687206,6.67553,0.102944,0.504029,0.009473
f079459,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,I am a father and I wanted to,19,False,HOLDS,,1,TOLD,17,0.41086,0.542825,0.064126,0.679075,6.573766,0.103301,0.484395,-0.073535
f079462,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,I am a man and I wanted to,2,False,HOLDS,,0,NONE,11,0.427831,0.554574,0.114152,0.639654,4.27831,0.149511,0.434279,-0.006448
f079487,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,I am a man and a woman and I wanted to,7,False,HOLDS,,0,NONE,14,0.366777,0.498971,0.061425,0.606376,4.768099,0.127174,0.422683,-0.055906
f079561,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both filthy and squalid she began to,1,False,HOLDS,,1,TOLD,15,0.438611,0.67035,0.159134,0.671915,6.140559,0.109422,0.499833,-0.061221
f079564,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both filthy and squalid she began to,4,False,HOLDS,,1,TOLD,12,0.329919,0.556455,0.177504,0.628323,3.629114,0.173134,0.337588,-0.007669
f079571,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both filthy and squalid she began to,11,False,HOLDS,,0,NONE,11,0.419215,0.59235,0.106229,0.664329,4.192154,0.15847,0.437472,-0.018257
f079577,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both filthy and squalid she began to,17,True,HOLDS,,2,SHOWN,14,0.491275,0.685237,0.10093,0.726331,6.386573,0.113728,0.5207,-0.029426
f079586,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and filthy she began to,6,False,SHIFTS,,1,TOLD,12,0.46452,0.658077,0.094116,0.750985,5.109719,0.146972,0.516663,-0.052143
f079593,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and filthy she began to,13,False,HOLDS,,0,NONE,13,0.517175,0.684302,0.106521,0.700117,6.206099,0.112811,0.501089,0.016086
f079594,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and filthy she began to,14,True,HOLDS,,3,TOLD,11,0.455256,0.530567,0.046586,0.653188,4.552563,0.143477,0.460439,-0.005182
f079598,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and filthy she began to,18,False,HOLDS,,0,NONE,11,0.46262,0.669766,0.12443,0.684999,4.626205,0.148069,0.451708,0.010913
f079600,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and sacred she began to,0,False,HOLDS,,1,TOLD,5,0.460803,0.598384,0.10072,0.603005,1.843211,0.327149,0.518012,-0.05721
f079601,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and sacred she began to,1,False,HOLDS,,3,TOLD,9,0.404252,0.458469,0.036564,0.628346,3.234015,0.194293,0.45242,-0.048168
f079610,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In a place both holy and sacred she began to,10,False,HOLDS,,0,NONE,7,0.533138,0.658968,0.089324,0.693945,3.198827,0.216937,0.510808,0.02233
f079655,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the filthy place she began to,15,False,HOLDS,,1,TOLD,14,0.510881,0.703887,0.100266,0.775559,6.641454,0.116775,0.525794,-0.014913
f079664,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the holy place she began to,4,False,HOLDS,,0,NONE,3,0.593355,0.601486,0.008131,0.601486,1.18671,0.506852,0.448843,0.144512
f079679,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the holy place she began to,19,True,HOLDS,,0,NONE,13,0.459206,0.6676,0.146943,0.739191,5.510473,0.134143,0.528661,-0.069455
f079680,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the holy temple she began to,0,False,SHIFTS,,2,TOLD,18,0.442316,0.650325,0.082033,0.726552,7.51938,0.096624,0.508756,-0.066439
f079689,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the holy temple she began to,9,False,HOLDS,,0,NONE,12,0.524247,0.662615,0.072538,0.681574,5.766716,0.118191,0.503569,0.020678
f079693,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,In the holy temple she began to,13,False,HOLDS,,1,TOLD,14,0.359708,0.676358,0.132742,0.684795,4.676206,0.146443,0.40554,-0.045832
f079707,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She feared and dreaded him and decided to,7,False,HOLDS,,0,NONE,7,0.273481,0.485118,0.104013,0.550889,1.640886,0.335726,0.332725,-0.059244
f079714,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She feared and dreaded him and decided to,14,False,UNMOORED,,1,TOLD,19,0.46425,0.679263,0.101182,0.679779,8.356495,0.081347,0.467123,-0.002874
f079724,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She feared him completely and decided to,4,True,HOLDS,,2,SHOWN,20,0.414204,0.51901,0.073548,0.669018,7.869871,0.08501,0.436648,-0.022444
f079738,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She feared him completely and decided to,18,False,HOLDS,,0,NONE,12,0.499157,0.731068,0.152862,0.731068,5.49073,0.133146,0.484991,0.014167
f079745,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and began to,5,False,HOLDS,,0,NONE,3,0.57243,0.589193,0.016763,0.589193,1.144861,0.514642,0.563706,0.008725
f079746,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and began to,6,True,HOLDS,,3,SHOWN,12,0.358589,0.429534,0.03739,0.552916,3.944474,0.140175,0.391849,-0.033261
f079752,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and began to,12,False,HOLDS,,1,TOLD,16,0.412581,0.553554,0.098148,0.671073,6.188722,0.108435,0.453647,-0.041066
f079759,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and began to,19,False,HOLDS,,0,NONE,12,0.554763,0.707873,0.094477,0.710876,6.102397,0.116491,0.496643,0.058121
f079775,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and disgust and began to,15,False,HOLDS,,1,TOLD,16,0.475604,0.733347,0.124317,0.736796,7.134057,0.103279,0.482398,-0.006794
f079784,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and longing and began to,4,False,HOLDS,,2,TOLD,14,0.370768,0.520476,0.080691,0.582234,4.819987,0.120796,0.395187,-0.024419
f079792,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt desire and longing and began to,12,False,SHIFTS,,2,TOLD,14,0.426601,0.613377,0.100452,0.695863,5.545818,0.125475,0.495382,-0.06878
f079817,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt disgust and began to,17,False,HOLDS,,1,TOLD,20,0.421306,0.66506,0.122879,0.708656,8.004822,0.088529,0.47644,-0.055133
f079832,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She felt disgust and revulsion and began to,12,False,HOLDS,,0,NONE,14,0.52577,0.720909,0.228627,0.720909,6.835012,0.105473,0.416266,0.109504
f079843,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,3,True,SHIFTS,,2,SHOWN,18,0.473797,0.67734,0.11949,0.686976,8.054548,0.08529,0.503466,-0.029669
f079845,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,5,False,HOLDS,,3,SHOWN,14,0.430914,0.572228,0.093291,0.697743,5.601885,0.124555,0.462845,-0.031931
f079847,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,7,False,HOLDS,,0,NONE,12,0.34452,0.488261,0.127772,0.604855,3.78972,0.159604,0.378128,-0.033608
f079855,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him and despised him and wanted to,15,False,HOLDS,,1,TOLD,19,0.440116,0.683471,0.122426,0.683471,7.922096,0.086274,0.491313,-0.051196
f079864,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,4,False,HOLDS,,2,TOLD,12,0.429988,0.58872,0.091284,0.691845,4.729869,0.146271,0.475071,-0.045083
f079870,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,10,True,HOLDS,,1,TOLD,13,0.497867,0.651083,0.081545,0.734945,5.974399,0.123016,0.563327,-0.065461
f079875,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,15,False,HOLDS,,1,TOLD,17,0.356714,0.42854,0.047425,0.636603,5.707419,0.111539,0.410406,-0.053692
f079878,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,18,True,HOLDS,,2,TOLD,12,0.450809,0.519885,0.038796,0.669852,4.958901,0.135081,0.490868,-0.040059
f079879,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She hated him deeply and wanted to,19,False,HOLDS,,2,TOLD,12,0.301001,0.417287,0.080884,0.553618,3.311009,0.167205,0.40515,-0.104149
f079886,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,6,False,HOLDS,,1,TOLD,15,0.440394,0.616358,0.130689,0.684294,6.165523,0.110987,0.455128,-0.014734
f079887,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,7,False,HOLDS,,2,TOLD,12,0.320328,0.481292,0.079369,0.62579,3.52361,0.177599,0.406155,-0.085826
f079892,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,12,False,HOLDS,,1,TOLD,13,0.392846,0.660915,0.155997,0.660915,4.714154,0.140198,0.429245,-0.036399
f079894,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,14,True,HOLDS,,1,TOLD,17,0.424954,0.637734,0.115216,0.643884,6.799267,0.094699,0.457425,-0.032471
f079895,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and adored him and wanted to,15,False,HOLDS,,1,TOLD,4,0.522947,0.572749,0.05514,0.572749,1.568841,0.365078,0.523801,-0.000854
f079903,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,3,False,HOLDS,,1,TOLD,11,0.474325,0.642,0.091192,0.642,4.743247,0.13535,0.461963,0.012362
f079904,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,4,False,HOLDS,,0,NONE,13,0.421564,0.582754,0.134583,0.725666,5.058765,0.143447,0.454576,-0.033012
f079908,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,8,False,HOLDS,,0,NONE,13,0.371718,0.630734,0.134489,0.667521,4.460618,0.149648,0.410325,-0.038607
f079912,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him and hated him and wanted to,12,False,HOLDS,,2,SHOWN,24,0.497971,0.621683,0.086164,0.652948,11.453326,0.057009,0.491895,0.006076
f079923,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,3,False,HOLDS,,2,TOLD,11,0.427415,0.541695,0.074305,0.602129,4.274148,0.140877,0.42676,0.000655
f079924,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,4,False,HOLDS,,2,TOLD,17,0.517744,0.684348,0.082369,0.684348,8.283905,0.082612,0.522606,-0.004862
f079925,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,5,False,HOLDS,,1,TOLD,12,0.541789,0.667232,0.101029,0.667232,5.959677,0.111958,0.524167,0.017622
f079927,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,7,False,HOLDS,,1,TOLD,10,0.283001,0.435312,0.081184,0.435312,2.547008,0.170911,0.293536,-0.010535
f079930,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,10,False,HOLDS,,0,NONE,9,0.344064,0.554407,0.110698,0.637645,2.75251,0.23166,0.381279,-0.037215
f079936,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She loved him deeply and hated him deeply and wanted to,16,False,HOLDS,,3,SHOWN,11,0.395676,0.608594,0.105158,0.635346,3.956759,0.160572,0.467799,-0.072123
f079972,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She trusted and feared him and decided to,12,False,HOLDS,,1,SHOWN,19,0.424891,0.598811,0.084597,0.711253,7.648031,0.092998,0.482278,-0.057387
f079985,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She trusted and relied on him and decided to,5,False,HOLDS,,0,NONE,10,0.423166,0.556128,0.128628,0.630225,3.808494,0.165479,0.460794,-0.037628
f080000,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She trusted him completely and decided to,0,False,HOLDS,,1,TOLD,19,0.459695,0.676744,0.117238,0.676744,8.274506,0.081787,0.448843,0.010851
f080020,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She trusted him completely and feared him completely and decided to,0,False,HOLDS,,0,NONE,3,0.554172,0.636054,0.081882,0.636054,1.108344,0.573878,0.484635,0.069537
f080022,Qwen/Qwen2.5-7B-Instruct,aligned,Qwen/Qwen2.5-7B,She trusted him completely and feared him completely and decided to,2,False,HOLDS,,1,TOLD,10,0.376971,0.560839,0.103661,0.605505,3.392743,0.17847,0.362004,0.014968
