Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
夏树冲	3	xia4 shu4 chong1/chong4	xiashuchong	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏梅	2	xia4 mei2	xiamei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏淑琴	3	xia4 shu1 qin2	xiashuqin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏琳	2	xia4 lin2	xialin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夏瓦尔玛	4	xia4 wa3/wa4 er3 ma3	xiawaerma	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夕阳红	3	xi1 yang2 gong1/hong2	xiyanghong	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	#
外侨	2	wai4 qiao2	waiqiao	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
外分泌	3	wai4 fen1 mi4	waifenmi	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	exocrine/external secretion (e.g. saliva)
外办	2	wai4 ban4	waiban	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	foreign affairs office
外功	2	wai4 gong1	waigong	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
外向型	3	wai4 xiang4 xing2	waixiangxing	2	0.06	0.301	1	0.02	0	b	2	.b.	.2.	export-oriented (economic model)
外因	2	wai4 yin1	waiyin	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
外国语	3	wai4 guo2 yu3	waiguoyu	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	a foreign language
外来词	3	wai4 lai2 ci2	wailaici	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	loanword
外胎	2	wai4 tai1	waitai	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
外行星	3	wai4 hang2/hang4/heng2/xing2 xing1	waixingxing	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
外调	2	wai4 diao4/tiao2	waidiao	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
外财	2	wai4 cai2	waicai	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
外销	2	wai4 xiao1	waixiao	2	0.06	0.301	1	0.02	0	v	2	.v.	.2.	to export/to sell abroad
外长	2	wai4 zhang3	waichang	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	foreign minister/secretary of state/minister of foreign affairs
多丽丝·梅兹格	7	duo1 li2/li4 si1 #mei2 ci2/zi1 ge1/ge2	duolisi*meizige	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多俊	2	duo1 juan4/jun4	duojun	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多克·马顿	5	duo1 ke4 #ma3 du2/dun4	duoke*madun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多哈	2	Duo1 ha1	duoha	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	"Doha, capital of Qatar"
多夫	2	duo1 fu1/fu2	duofu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多妮	2	duo1 ni1	duoni	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多娜·卡门	5	duo1 na4/nuo2 #ka3/qia3 men2	duona*kamen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多娜·赛里诺	6	duo1 na4/nuo2 #sai4 li3 nuo4	duona*sailinuo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多娜泰拉	4	duo1 na4/nuo2 tai4 la1/la2/la3/la4	duonataila	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多尼茨	3	duo1 ni2 ci2	duonici	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多弹头	3	duo1 dan4/tan2 tou2	duodantou	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
多恩	2	duo1 en1	duoen	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多戈	2	duo1 ge1	duoge	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多抗	2	duo1 kang4	duokang	2	0.06	0.301	2	0.03	0.301	b	2	.b.	.2.	#
多拉斯	3	duo1 la1/la2/la3/la4 si1	duolasi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多斯	2	duo1 si1	duosi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多明尼克·丹	6	duo1 ming2 ni2 ke4 #dan1	duomingnike*dan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多明尼加	4	Duo1 ming2 ni2 jia1	duomingnijia	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	Dominica/Dominican Republic/also written 多米尼加
多津代	3	duo1 jin1 dai4	duojindai	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多礼	2	duo1 li3	duoli	2	0.06	0.301	2	0.03	0.301	a	2	.a.	.2.	too polite/over-courteous
多米尼亚	4	duo1 mi3 ni2 ya4	duominiya	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多莫特·施纳德	7	duo1 mo4 te4 #shi1 na4 de2	duomote*shinade	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多诺	2	duo1 nuo4	duonuo	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
多边	2	duo1 bian1	duobian	2	0.06	0.301	2	0.03	0.301	b	2	.b.	.2.	multilateral/polygon
多边形	3	duo1 bian1 xing2	duobianxing	2	0.06	0.301	2	0.03	0.301	a	2	.a.	.2.	polygon
多达	2	duo1 da2	duoda	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	up to/no less than/as much as
多里奥	3	duo1 li3 ao4	duoliao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
多非	2	duo1 fei1	duofei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
夜不闭户	4	ye4 bu4 bi4 hu4	yebubihu	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	lit. doors not locked at night (idiom); fig. stable society
夜光表	3	ye4 guang1 biao3	yeguangbiao	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
夜工	2	ye4 gong1	yegong	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
夜礼服	3	ye4 li3 fu2/fu4	yelifu	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
夜车	2	ye4 che1/ju1	yeche	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
夜郎自大	4	ye4 lang2/lang4 zi4 da4/dai4	yelangzida	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
大东	2	Da4 dong1	dadong	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	"Dadong district of Shenyang city 沈阳市, Liaoning"
大久	2	da4/dai4 jiu3	dajiu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大义	2	da4 yi4	dayi	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	righteousness/virtuous cause/a woman's marriage/main points of a piece of writing
大会战	3	da4/dai4 hui4/kuai4 zhan4	dahuizhan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大势	2	da4/dai4 shi4	dashi	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大卢	2	da4/dai4 lu2	dalu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大卫·卡鲁索	6	da4/dai4 wei4 #ka3/qia3 lu3 suo3	dawei*kalusuo	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大卫·哈塞尔霍夫	8	da4/dai4 wei4 #ha1/ha3/ha4 sai1/sai4/se4 er3 huo4 fu1/fu2	dawei*hasaierhuofu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大卫·帕拉奇奥	7	da4/dai4 wei4 #pa4 la1/la2/la3/la4 ji1/qi2 ao4	dawei*palaqiao	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大卫·法拉第	6	da4/dai4 wei4 #fa3 la1/la2/la3/la4 di4	dawei*faladi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大卫·鲍威	5	da4/dai4 wei4 #bao4 wei1	dawei*baowei	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大卫克林	4	da4/dai4 wei4 ke4 lin2	daweikelin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大卫格里恩	5	da4/dai4 wei4 ge1/ge2 li3 en1	daweigelien	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大同江	3	da4/dai4 tong2/tong4 jiang1	datongjiang	2	0.06	0.301	1	0.02	0	ns	2	.ns.	.2.	#
大君	2	da4/dai4 jun1	dajun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大员	2	da4 yuan2	dayuan	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	high official
大商	2	da4/dai4 shang1	dashang	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	#
大器晚成	4	da4 qi4 wan3 cheng2	daqiwancheng	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	lit. it takes a long time to make a big pot (idiom); fig. a great talent matures slowly/in the fullness of time a major figure will develop into a pillar of the state/Rome wasn't built in a day
大姆	2	da4/dai4 mu3	damu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大安	2	Da4 an1	daan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	"Da'an county level city in Baicheng 白城, Jilin"
大宝	2	Da4 bao3	dabao	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	Taiho (era)
大少爷	3	da4/dai4 shao3/shao4 ye2	dashaoye	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大帅	2	da4/dai4 shuai4	dashuai	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大帕皮	3	da4/dai4 pa4 pi2	dapapi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大平	2	da4/dai4 ping2	daping	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大年初一	4	da4/dai4 nian2 chu1 yi1	danianchuyi	2	0.06	0.301	1	0.02	0	t	2	.t.	.2.	#
大总统	3	da4 zong3 tong3	dazongtong	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	president (of a country)/same as 总统
大惊失色	4	da4 jing1 shi1 se4	dajingshise	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	apprehensive
大捷	2	da4/dai4 jie2	dajie	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大敌当前	4	da4 di2 dang1 qian2	dadidangqian	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	"facing a powerful enemy (idiom); fig. confronting grave difficulties/Enemy at the Gates, 1991 movie by Jean-Jacques Annaud"
大方向	3	da4/dai4 fang1 xiang4	dafangxiang	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大显	2	da4/dai4 xian3	daxian	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	#
大杰克	3	da4/dai4 jie2 ke4	dajieke	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大案要案	4	da4/dai4 an4 yao1/yao4 an4	daanyaoan	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
大楚	2	da4/dai4 chu3	dachu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大楣	2	da4/dai4 mei2	da*	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大步流星	4	da4/dai4 bu4 liu2 xing1	dabuliuxing	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
大油	2	da4/dai4 you2	dayou	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
大泰迪	3	da4/dai4 tai4 di2	dataidi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
大熊湖	3	da4/dai4 xiong2 hu2	daxionghu	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	#
大班	2	da4 ban1	daban	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	Tai-Pan
大瑾	2	da4/dai4 jin3	da*	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大白话	3	da4/dai4 bai2 hua4	dabaihua	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大礼拜	3	da4/dai4 li3 bai4	dalibai	2	0.06	0.301	2	0.03	0.301	t	2	.t.	.2.	#
大舅	2	da4/dai4 jiu4	dajiu	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
大观园	3	da4/dai4 guan1/guan4 yuan2	daguanyuan	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	#
大跃进	3	da4 yue4 jin4	dayuejin	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	"the Great Leap Forward (1958-1960), in retrospect widely viewed as an unprecedented economic and social disaster, with estimated 20 million people dying of starvation"
大运河	3	Da4 yun4 he2	dayunhe	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	"the Grand Canal, 1800 km from Beijing to Hangzhou, built starting from 486 BC"
大连	2	Da4 lian2	dalian	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	Dalian prefecture level city in Liaoning
大迪	2	da4/dai4 di2	dadi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
大雁	2	da4 yan4	dayan	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	wild goose
大集	2	da4/dai4 ji2	daji	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
天一	2	tian1 yi1	tianyi	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
天伦	2	tian1 lun2	tianlun	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
天佑吾	3	tian1 you4 wu2	tianyouwu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
天儿	2	tian1 er5	tianer	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	the weather
天公	2	tian1 gong1	tiangong	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	heaven/lord of heaven
天刚亮	3	tian1 gang1 liang4	tiangangliang	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
天坛	2	tian1 tan2	tiantan	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	Temple of Heaven (in Beijing)
天安	2	tian1 an1	tianan	2	0.06	0.301	2	0.03	0.301	nz	2	.nz.	.2.	#
天山	2	Tian1 shan1	tianshan	2	0.06	0.301	2	0.03	0.301	ns	2	.ns.	.2.	the Tianshan mountain range between XinJiang and Mongolia
天幕	2	tian1 mu4	tianmu	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
天干	2	tian1 gan1	tiangan	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	"the 10 heavenly trunks 甲, 乙, 丙, 丁, 戊, 己, 庚, 辛, 壬, 癸 (used cyclically in the calendar and as ordinal number like Roman I, II, III)/also translated as Heavenly Stems"
天条	2	tian1 tiao2	tiantiao	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
天熙	2	tian1 xi1	tianxi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
天生我材必有用	7	tian1 sheng1 wo3 cai2 bi4 you3/you4 yong4	tianshengwocaibiyouyong	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
天象仪	3	tian1 xiang4 yi2	tianxiangyi	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	planetarium projector
天道酬勤	4	tian1 dao4 chou2 qin2	tiandaochouqin	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
天门冬	3	tian1 men2 dong1	tianmendong	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
太公	2	tai4 gong1	taigong	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
太医	2	tai4 yi1	taiyi	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	#
太多	2	tai4 duo1	taiduo	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	too much
太婆	2	tai4 po2	taipo	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	great-grandmother
太子港	3	tai4 zi3 gang3	taizigang	2	0.06	0.301	2	0.03	0.301	ns	1	.ns.n.	.1.1.	"Port-au-Prince, capital of Haiti"
太洁楚	3	tai4 jie2 chu3	taijiechu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
太浩湖	3	tai4 hao4 hu2	taihaohu	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
太清	2	tai4 qing1	taiqing	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
太烈	2	tai4 lie4	tailie	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
太田川	3	tai4 tian2 chuan1	taitianchuan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
太范	2	tai4 fan4	taifan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
太近	2	tai4 jin4	taijin	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
太金	2	tai4 jin1	taijin	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
央行	2	yang1 hang2	yangxing	2	0.06	0.301	1	0.02	0	n	2	.n.	.2.	Central bank (abbr. for 中央银行)/People's Bank of China (abbr. for 中国人民银行)
失察	2	shi1 cha2	shicha	2	0.06	0.301	2	0.03	0.301	vn	2	.vn.	.2.	to fail in observing or supervising/to miss/to let sth slip through
失时	2	shi1 shi2	shishi	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
失水	2	shi1 shui3	shishui	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
失职罪	3	shi1 zhi2 zui4	shizhizui	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
失陷	2	shi1 xian4	shixian	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
头尾	2	tou2 wei3/yi3	touwei	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
头昏脑涨	4	tou2 hun1 nao3 zhang3/zhang4	touhunnaozhang	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	#
头班车	3	tou2 ban1 che1/ju1	toubanche	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
头面人物	4	tou2 mian4 ren2 wu4	toumianrenwu	2	0.06	0.301	2	0.03	0.301	l	2	.l.	.2.	leading figure/bigwig
夹道欢迎	4	jia1 dao4 huan1 ying2	jiadaohuanying	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	to line the streets in welcome
夹馅	2	jia1 xian4	jiaxian	2	0.06	0.301	2	0.03	0.301	b	2	.b.	.2.	stuffed (of food)/with filling
奇东	2	ji1/qi2 dong1	qidong	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇亚	2	ji1/qi2 ya4	qiya	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇奇·马丁	5	ji1/qi2 ji1/qi2 #ma3 ding1/zheng1	qiqi*mading	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇子	2	ji1/qi2 zi3	qizi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇峰	2	ji1/qi2 feng1	qifeng	2	0.06	0.301	2	0.03	0.301	n	2	.n.	.2.	#
奇思	2	ji1/qi2 sai1/si1	qisi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奇摩	2	ji1/qi2 ma1/mo2	qimo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇温顿	3	ji1/qi2 wen1 du2/dun4	qiwendun	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇西	2	ji1/qi2 xi1	qixi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奇里华	3	ji1/qi2 li3 hua1/hua2/hua4	qilihua	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奈吉	2	nai4 ji2	naiji	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奈基尔	3	nai4 ji1 er3	naijier	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奈杰尔·霍尼卡特	8	nai4 jie2 er3 #huo4 ni2 ka3/qia3 te4	naijieer*huonikate	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奈洛比	3	nai4 luo4 bi3	nailuobi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奈特·格拉迪斯	7	nai4 te4 #ge1/ge2 la1/la2/la3/la4 di2 si1	naite*geladisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奈芙	2	nai4 fu2	nai*	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奎三	2	kui2 san1	kuisan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奎伊	2	kui2 yi1	kuiyi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
契尔	2	qi4/xie4 er3	qier	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
契皮瓦	3	qi4/xie4 pi2 wa3/wa4	qipiwa	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
契维尼克斯	5	qi4/xie4 wei2 ni2 ke4 si1	qiweinikesi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
契里尼	3	qi4/xie4 li3 ni2	qilini	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奔丧	2	ben1 sang1	bensang	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	hasten home for the funeral of a parent or grandparent
奔月	2	ben1/ben4 yue4	benyue	2	0.06	0.301	2	0.03	0.301	v	2	.v.	.2.	#
奔走呼号	4	ben1/ben4 zou3 hu1 hao2/hao4	benzouhuhao	2	0.06	0.301	1	0.02	0	v	2	.v.	.2.	#
奠	1	dian4	dian	2	0.06	0.301	2	0.03	0.301	g	2	.g.	.2.	to fix/to settle/a libation to the dead
奥·斯托勒	5	ao4 #si1 tuo1 le4/lei1	ao*situole	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥丽	2	ao4 li2/li4	aoli	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥二	2	ao4 er4	aoer	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥伦·古德查德	7	ao4 lun2 #gu3 de2 cha2/zha1 de2	aolun*gudechade	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥伦奇	3	ao4 lun2 ji1/qi2	aolunqi	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥克维兹	4	ao4 ke4 wei2 ci2/zi1	aokeweizi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥克荷马	4	ao4 ke4 he2/he4 ma3	aokehema	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥兹诺	3	ao4 ci2/zi1 nuo4	aozinuo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥列	2	ao4 lie4	aolie	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥列路易斯·安东尼	9	ao4 lie4 lu4 yi4 si1 #an1 dong1 ni2	aolieluyisi*andongni	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥利佛·奎恩	6	ao4 li4 fo2/fu2 #kui2 en1	aolifo*kuien	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥利斯	3	ao4 li4 si1	aolisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥利维亚·詹姆斯	8	ao4 li4 wei2 ya4 #zhan1 mu3 si1	aoliweiya*zhanmusi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥利芙	3	ao4 li4 fu2	aoli*	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥加	2	ao4 jia1	aojia	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥博	2	ao4 bo2	aobo	2	0.06	0.301	2	0.03	0.301	a	2	.a.	.2.	#
奥卡万戈	4	ao4 ka3/qia3 mo4/wan4 ge1	aokawange	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥古斯托·皮诺切特	9	ao4 gu3 si1 tuo1 #pi2 nuo4 qie1/qie4 te4	aogusituo*pinuoqiete	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥图·奥塔维斯	7	ao4 tu2 #ao4 da5/ta3 wei2 si1	aotu*aotaweisi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥多诺万	4	ao4 duo1 nuo4 mo4/wan4	aoduonuowan	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥姆维奇	4	ao4 mu3 wei2 ji1/qi2	aomuweiqi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥威尔	3	Ao4 wei1 er3	aoweier	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	"Orwell (name)/George Orwell (1903-1950), British novelist, author of Animal farm 动物农场 and 1984 一九八四年"
奥尔梅克	4	ao4 er3 mei2 ke4	aoermeike	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥尔索普	4	ao4 er3 suo3 pu3	aoersuopu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥库拉	3	ao4 ku4 la1/la2/la3/la4	aokula	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥德里奇	4	ao4 de2 li3 ji1/qi2	aodeliqi	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥托尼姆	4	ao4 tuo1 ni2 mu3	aotuonimu	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥拉	2	ao4 la1/la2/la3/la4	aola	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥拉夫森	4	ao4 la1/la2/la3/la4 fu1/fu2 sen1	aolafusen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥拜仁	3	ao4 bai4 ren2	aobairen	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥斯他韦	4	ao4 si1 ta1 wei2	aositawei	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥斯卡·德拉伦塔	8	ao4 si1 ka3/qia3 #de2 la1/la2/la3/la4 lun2 da5/ta3	aosika*delalunta	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	#
奥斯曼	3	Ao4 si1 man4	aosiman	2	0.06	0.301	2	0.03	0.301	nr	2	.nr.	.2.	Ottoman (empire)
奥斯沃	3	ao4 si1 wo4	aosiwo	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥斯滕	3	ao4 si1 teng2	aosi*	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥斯特韦斯基	6	ao4 si1 te4 wei2 si1 ji1	aositeweisiji	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
奥斯瓦尔多·波尔克	9	ao4 si1 wa3/wa4 er3 duo1 #bo1 er3 ke4	aosiwaerduo*boerke	2	0.06	0.301	1	0.02	0	nr	2	.nr.	.2.	#
