prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
She knelt down and,50,VERB,0.9239,VERB,0.9034,0,0.0000,0.0000,0.0506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000,0.0000,0.0000,0.0000,0.9239,0.0000,0.0000,0.0000,0.0757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.9034,0.0000
She knelt down and reached for his,50,NOUN,0.9819,NOUN,0.9961,0,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She knelt down in front of him and began to suck his,50,NOUN,0.9346,NOUN,0.9663,0,0.0546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She lay in the hospital bed knowing she would never,50,VERB,0.8382,VERB,0.9013,0,0.0000,0.0000,0.0334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8382,0.0000,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9013,0.0000
She lay in the hospital bed knowing she would soon,50,VERB,0.6963,VERB,0.6764,0,0.0000,0.0000,0.0000,0.3037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6963,0.0000,0.0000,0.0000,0.0000,0.3236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6764,0.0000
She lay on the bed completely,50,ADJ,0.6180,ADV,0.3941,1,0.6180,0.0069,0.1806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1554,0.0000,0.2455,0.0016,0.3941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1673,0.0000
She leaked her roommate\'s diagnosis to the landlord and,50,VERB,0.3021,VERB,0.3205,0,0.0087,0.0000,0.1044,0.0754,0.0000,0.0366,0.0000,0.0311,0.0000,0.0165,0.2030,0.0000,0.0000,0.0168,0.0000,0.3021,0.0000,0.0022,0.0000,0.1329,0.0506,0.0000,0.0117,0.0000,0.0193,0.0000,0.0025,0.1747,0.0000,0.0000,0.0025,0.0000,0.3205,0.0000
She leaked her roommate\'s moving date to the landlord and,50,VERB,0.3738,VERB,0.3484,0,0.0000,0.0000,0.1935,0.0735,0.0000,0.0246,0.0000,0.0001,0.0000,0.0000,0.1893,0.0000,0.0000,0.0137,0.0000,0.3738,0.0000,0.0000,0.0000,0.2605,0.0652,0.0000,0.0053,0.0000,0.0002,0.0000,0.0000,0.1240,0.0000,0.0000,0.0030,0.0000,0.3484,0.0000
She leaned her neighbor against the elevator wall and,50,VERB,0.9068,VERB,0.9528,0,0.0084,0.0000,0.0332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0000,0.0000,0.0000,0.0000,0.9068,0.0000,0.0015,0.0000,0.0136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.9528,0.0000
She left her wedding ring in the drawer before meeting her lover and,50,VERB,0.3196,VERB,0.3061,0,0.0000,0.0049,0.2333,0.0661,0.0000,0.0267,0.0000,0.0082,0.0000,0.0120,0.2013,0.0000,0.0000,0.0280,0.0000,0.3196,0.0000,0.0000,0.0004,0.2977,0.0356,0.0000,0.0065,0.0000,0.0034,0.0000,0.0042,0.1123,0.0000,0.0000,0.0063,0.0000,0.3061,0.0000
She left her wedding ring in the drawer before washing the dishes and,50,VERB,0.4373,VERB,0.3336,0,0.0000,0.0087,0.1475,0.0217,0.0000,0.0096,0.0000,0.1229,0.0000,0.0171,0.1073,0.0000,0.0000,0.0207,0.0000,0.4373,0.0000,0.0000,0.0016,0.2136,0.0122,0.0000,0.0018,0.0000,0.1289,0.0000,0.0139,0.0490,0.0000,0.0000,0.0039,0.0000,0.3336,0.0000
She left the horse with fresh hay in the paddock and,50,VERB,0.7466,VERB,0.8220,0,0.0000,0.0022,0.0168,0.0103,0.0000,0.0746,0.0000,0.0100,0.0000,0.0000,0.0501,0.0000,0.0000,0.0000,0.0000,0.7466,0.0000,0.0000,0.0000,0.0148,0.0001,0.0000,0.0300,0.0000,0.0019,0.0000,0.0000,0.0139,0.0000,0.0000,0.0000,0.0000,0.8220,0.0000
She left the horse without water in the paddock and,50,VERB,0.6228,VERB,0.6826,0,0.0000,0.0270,0.0548,0.0000,0.0000,0.0308,0.0000,0.0004,0.0000,0.0066,0.1329,0.0000,0.0000,0.0092,0.0000,0.6228,0.0000,0.0000,0.0092,0.0401,0.0000,0.0000,0.0062,0.0000,0.0008,0.0000,0.0012,0.0687,0.0000,0.0000,0.0023,0.0000,0.6826,0.0000
She left the litter of kittens in the box by the dumpster and,50,VERB,0.7398,VERB,0.8596,0,0.0000,0.0000,0.0671,0.0000,0.0000,0.0316,0.0000,0.0000,0.0000,0.0000,0.0738,0.0000,0.0000,0.0026,0.0000,0.7398,0.0000,0.0000,0.0000,0.0447,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000,0.0301,0.0000,0.0000,0.0000,0.0000,0.8596,0.0000
She left the litter of kittens in the box by the heater and,50,VERB,0.8029,VERB,0.8863,0,0.0000,0.0000,0.0535,0.0000,0.0000,0.0248,0.0000,0.0000,0.0000,0.0000,0.0655,0.0000,0.0000,0.0000,0.0000,0.8029,0.0000,0.0000,0.0000,0.0398,0.0000,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000,0.8863,0.0000
She let herself into her coworker\'s hotel room and,50,VERB,0.8209,VERB,0.8486,0,0.0000,0.0000,0.0546,0.0468,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.8209,0.0000,0.0000,0.0000,0.0595,0.0281,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.8486,0.0000
She let herself into her own hotel room and,50,VERB,0.8613,VERB,0.8708,0,0.0069,0.0000,0.0617,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0000,0.0000,0.0000,0.0000,0.8613,0.0000,0.0008,0.0000,0.0584,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.8708,0.0000
She let herself into her own house and,50,VERB,0.8173,VERB,0.8367,0,0.0000,0.0086,0.0627,0.0481,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,0.8173,0.0000,0.0000,0.0006,0.0540,0.0143,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.8367,0.0000
She let herself into her sister\'s house and,50,VERB,0.8320,VERB,0.8418,0,0.0000,0.0011,0.0561,0.0527,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0147,0.0000,0.0000,0.0000,0.0000,0.8320,0.0000,0.0000,0.0000,0.0486,0.0270,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.8418,0.0000
She let it slip that her sister was moving before the announcement and,50,PRON,0.3761,PRON,0.3462,0,0.0000,0.0131,0.0826,0.0709,0.0000,0.0148,0.0000,0.0072,0.0000,0.0000,0.3761,0.0000,0.0000,0.1744,0.0000,0.1071,0.0000,0.0000,0.0040,0.0443,0.0637,0.0000,0.0029,0.0000,0.0013,0.0000,0.0000,0.3462,0.0000,0.0000,0.1245,0.0000,0.1118,0.0000
She let it slip that her sister was pregnant before the announcement and,50,PRON,0.3206,PRON,0.3216,0,0.0000,0.0100,0.1058,0.0813,0.0000,0.0180,0.0000,0.0119,0.0000,0.0000,0.3206,0.0000,0.0000,0.1995,0.0000,0.1095,0.0000,0.0000,0.0023,0.0831,0.0650,0.0000,0.0046,0.0000,0.0087,0.0000,0.0000,0.3216,0.0000,0.0000,0.0757,0.0000,0.0999,0.0000
She let the bag drop to the floor and,50,VERB,0.8221,VERB,0.9114,0,0.0007,0.0000,0.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0788,0.0000,0.0000,0.0000,0.0000,0.8221,0.0000,0.0000,0.0000,0.0241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256,0.0000,0.0000,0.0000,0.0000,0.9114,0.0000
She let the towel drop to the floor and,50,VERB,0.8102,VERB,0.9142,0,0.0107,0.0000,0.0632,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0578,0.0000,0.0000,0.0000,0.0000,0.8102,0.0000,0.0008,0.0000,0.0264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.9142,0.0000
She lifted her classmate off the swing and,50,VERB,0.8151,VERB,0.8119,0,0.0000,0.0393,0.0333,0.0000,0.0000,0.0042,0.0000,0.0162,0.0000,0.0000,0.0273,0.0000,0.0000,0.0000,0.0000,0.8151,0.0000,0.0000,0.0178,0.0447,0.0000,0.0000,0.0004,0.0000,0.0020,0.0000,0.0000,0.0061,0.0000,0.0000,0.0000,0.0000,0.8119,0.0000
She lifted the cash from her own purse and,50,VERB,0.9393,VERB,0.9635,0,0.0199,0.0000,0.0025,0.0000,0.0000,0.0085,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9393,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9635,0.0000
She lifted the cash from the old woman\'s purse and,50,VERB,0.8829,VERB,0.8709,0,0.0195,0.0000,0.0342,0.0000,0.0000,0.0139,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.8829,0.0000,0.0132,0.0000,0.0314,0.0000,0.0000,0.0030,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8709,0.0000
She lifted the hamster\'s cage off the shelf and,50,VERB,0.8920,VERB,0.8675,0,0.0096,0.0119,0.0523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8920,0.0000,0.0012,0.0026,0.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8675,0.0000
She lifted the kitten off the counter and,50,VERB,0.8825,VERB,0.8923,0,0.0000,0.0404,0.0424,0.0000,0.0000,0.0077,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.8825,0.0000,0.0000,0.0144,0.0412,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.8923,0.0000
She listened at the door while he was on the phone with his ex and,50,PRON,0.3692,VERB,0.3402,1,0.0000,0.0080,0.0340,0.0154,0.0000,0.0171,0.0000,0.0000,0.0000,0.0102,0.3692,0.0000,0.0000,0.0208,0.0000,0.3299,0.0000,0.0000,0.0009,0.0312,0.0092,0.0000,0.0051,0.0000,0.0000,0.0000,0.0017,0.2476,0.0000,0.0000,0.0043,0.0000,0.3402,0.0000
She listened at the door while he was on the phone with his mother and,50,VERB,0.3152,VERB,0.2818,0,0.0000,0.0000,0.0887,0.0146,0.0000,0.0054,0.0000,0.1124,0.0000,0.0000,0.2353,0.0000,0.0000,0.0143,0.0000,0.3152,0.0000,0.0000,0.0000,0.0325,0.0070,0.0000,0.0016,0.0000,0.0435,0.0000,0.0000,0.1618,0.0000,0.0000,0.0022,0.0000,0.2818,0.0000
She lit the yahrzeit candle early and,50,VERB,0.7442,VERB,0.8516,0,0.0000,0.0106,0.0789,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0590,0.0000,0.0000,0.0000,0.0000,0.7442,0.0000,0.0000,0.0029,0.0528,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0146,0.0000,0.0000,0.0000,0.0000,0.8516,0.0000
She loaded the camera and pointed it at,50,DET,0.6980,DET,0.8155,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.6980,0.0000,0.0000,0.0000,0.0000,0.2972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8155,0.0000,0.0000,0.0000,0.0000,0.1845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She loaded the groceries on the kitchen table and,50,VERB,0.8460,VERB,0.9033,0,0.0000,0.0000,0.0589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0164,0.0000,0.0000,0.0000,0.0000,0.8460,0.0000,0.0000,0.0000,0.0344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0049,0.0000,0.0000,0.0000,0.0000,0.9033,0.0000
She loaded the gun and pointed it at,50,PRON,0.6631,PRON,0.7019,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.3327,0.0000,0.0000,0.0000,0.0000,0.6631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2699,0.0000,0.0000,0.0000,0.0000,0.7019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She loaded the gun and prepared to,50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"She loaded the gun, she wanted to",50,VERB,0.9997,VERB,0.9999,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,0.0000
She loaded the handgun on the kitchen table and,50,VERB,0.8985,VERB,0.8928,0,0.0000,0.0000,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0000,0.8985,0.0000,0.0000,0.0000,0.0608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.8928,0.0000
She locked the bathroom door and reached for the,50,NOUN,0.9378,NOUN,0.9438,0,0.0622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She locked the bedroom door behind them and,50,VERB,0.8511,VERB,0.9054,0,0.0000,0.0000,0.0514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0508,0.0000,0.0000,0.0000,0.0000,0.8511,0.0000,0.0000,0.0000,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0147,0.0000,0.0000,0.0000,0.0000,0.9054,0.0000
She locked the front door behind them and,50,VERB,0.7988,VERB,0.8632,0,0.0000,0.0000,0.0777,0.0000,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0598,0.0000,0.0000,0.0000,0.0000,0.7988,0.0000,0.0000,0.0000,0.0337,0.0000,0.0000,0.0055,0.0000,0.0000,0.0000,0.0000,0.0296,0.0000,0.0000,0.0000,0.0000,0.8632,0.0000
She locked the rabbit in the shed with fresh water and,50,NOUN,0.7184,NOUN,0.7347,0,0.0330,0.0000,0.0000,0.0000,0.0000,0.1113,0.0000,0.7184,0.0000,0.0000,0.0532,0.0000,0.0000,0.0000,0.0000,0.0351,0.0000,0.0109,0.0000,0.0000,0.0000,0.0000,0.0752,0.0000,0.7347,0.0000,0.0000,0.0232,0.0000,0.0000,0.0000,0.0000,0.0150,0.0000
She locked the rabbit in the shed with no water and,50,INTJ,0.4366,INTJ,0.5774,0,0.0042,0.0058,0.0313,0.0000,0.0000,0.0473,0.4366,0.2052,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.0000,0.1361,0.0000,0.0011,0.0018,0.0128,0.0000,0.0000,0.0075,0.5774,0.0985,0.0000,0.0000,0.0170,0.0000,0.0000,0.0000,0.0000,0.0817,0.0000
She loosened the bolt on the ladder rung and,50,VERB,0.7488,VERB,0.7198,0,0.0001,0.0000,0.0573,0.0000,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0452,0.0210,0.0000,0.0000,0.0000,0.7488,0.0000,0.0001,0.0000,0.0679,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0316,0.0027,0.0000,0.0000,0.0000,0.7198,0.0000
She loved him and adored him and wanted to,50,VERB,0.9587,VERB,0.9374,0,0.0000,0.0000,0.0000,0.0349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9587,0.0000,0.0000,0.0000,0.0000,0.0480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9374,0.0000
She loved him and hated him and wanted to,50,VERB,0.8937,VERB,0.9263,0,0.0000,0.0000,0.0000,0.0668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8937,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9263,0.0000
She loved him deeply and hated him deeply and wanted to,50,VERB,0.8772,VERB,0.8477,0,0.0000,0.0000,0.0000,0.0948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8772,0.0000,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8477,0.0000
She loved him deeply and wanted to,50,VERB,1.0000,VERB,0.9998,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9998,0.0000
She lunged forward and,50,VERB,0.8939,VERB,0.9367,0,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0069,0.0000,0.0000,0.0315,0.0000,0.0000,0.0000,0.0000,0.8939,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000,0.0000,0.0055,0.0000,0.0000,0.0000,0.0000,0.9367,0.0000
She matched with her coworker\'s husband on the dating app and,50,VERB,0.3752,PRON,0.3704,1,0.0000,0.0022,0.1096,0.0625,0.0000,0.0000,0.0000,0.0113,0.0000,0.0000,0.3120,0.0000,0.0000,0.0031,0.0000,0.3752,0.0000,0.0000,0.0000,0.1055,0.0646,0.0000,0.0000,0.0000,0.0066,0.0000,0.0000,0.3704,0.0000,0.0000,0.0005,0.0000,0.3595,0.0000
She matched with her own husband on the dating app and,50,PRON,0.3553,PRON,0.3346,0,0.0000,0.0059,0.1028,0.1105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3553,0.0000,0.0000,0.0029,0.0000,0.3510,0.0000,0.0000,0.0004,0.1120,0.0880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3346,0.0000,0.0000,0.0000,0.0000,0.3341,0.0000
She microwaved the hamster in its cage and,50,VERB,0.5681,VERB,0.5223,0,0.0000,0.0000,0.2138,0.0174,0.0000,0.0080,0.0000,0.0003,0.0000,0.0000,0.0896,0.0000,0.0000,0.0050,0.0000,0.5681,0.0000,0.0000,0.0000,0.2324,0.0044,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0396,0.0000,0.0000,0.0000,0.0000,0.5223,0.0000
"She missed an appointment for the first time, and her caseworker decided to",50,VERB,0.9937,VERB,0.9982,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9982,0.0000
She misted the hamster in its cage and,50,VERB,0.5341,VERB,0.5610,0,0.0000,0.0000,0.1563,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.1254,0.0000,0.0000,0.0063,0.0000,0.5341,0.0000,0.0000,0.0000,0.1976,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0752,0.0000,0.0000,0.0002,0.0000,0.5610,0.0000
She moaned as he slid his hand between her,50,NOUN,1.0000,NOUN,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
She nudged the pig back into its stall and,50,VERB,0.8285,VERB,0.8843,0,0.0000,0.0000,0.1302,0.0000,0.0000,0.0153,0.0000,0.0000,0.0000,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,0.8285,0.0000,0.0000,0.0000,0.0686,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.8843,0.0000
She opened the bottle and,50,VERB,0.9214,VERB,0.9386,0,0.0000,0.0000,0.0164,0.0000,0.0000,0.0343,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.9214,0.0000,0.0000,0.0000,0.0107,0.0000,0.0000,0.0174,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.9386,0.0000
She opened the exam results addressed to her and,50,VERB,0.7415,VERB,0.7886,0,0.0000,0.0000,0.0299,0.0341,0.0000,0.0196,0.0000,0.0000,0.0000,0.0076,0.1013,0.0000,0.0000,0.0000,0.0000,0.7415,0.0000,0.0000,0.0000,0.0118,0.0143,0.0000,0.0049,0.0000,0.0000,0.0000,0.0006,0.0978,0.0000,0.0000,0.0000,0.0000,0.7886,0.0000
She opened the exam results addressed to her roommate and,50,VERB,0.7331,VERB,0.8264,0,0.0073,0.0000,0.0378,0.0634,0.0000,0.0128,0.0000,0.0040,0.0000,0.0000,0.0866,0.0000,0.0000,0.0000,0.0000,0.7331,0.0000,0.0023,0.0000,0.0145,0.0168,0.0000,0.0016,0.0000,0.0024,0.0000,0.0000,0.0515,0.0000,0.0000,0.0000,0.0000,0.8264,0.0000
She opened the folder of email drafts on his laptop and,50,VERB,0.9425,VERB,0.9613,0,0.0000,0.0000,0.0190,0.0043,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,0.9425,0.0000,0.0000,0.0000,0.0161,0.0001,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.9613,0.0000
She opened the folder of recipes on his laptop and,50,VERB,0.9385,VERB,0.9612,0,0.0000,0.0000,0.0187,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0223,0.0000,0.0000,0.0000,0.0000,0.9385,0.0000,0.0000,0.0000,0.0097,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.9612,0.0000
She opened the glove compartment looking for a napkin and,50,VERB,0.6932,VERB,0.7868,0,0.0000,0.0000,0.0837,0.0113,0.0000,0.0812,0.0000,0.0000,0.0000,0.0018,0.0566,0.0000,0.0000,0.0088,0.0000,0.6932,0.0000,0.0000,0.0000,0.0858,0.0013,0.0000,0.0173,0.0000,0.0000,0.0000,0.0002,0.0219,0.0000,0.0000,0.0004,0.0000,0.7868,0.0000
She opened the glove compartment looking for his other phone and,50,VERB,0.7072,VERB,0.7920,0,0.0000,0.0000,0.0540,0.0033,0.0000,0.0456,0.0000,0.0183,0.0000,0.0112,0.0881,0.0000,0.0000,0.0105,0.0000,0.7072,0.0000,0.0000,0.0000,0.0605,0.0015,0.0000,0.0135,0.0000,0.0075,0.0000,0.0029,0.0428,0.0000,0.0000,0.0008,0.0000,0.7920,0.0000
She opened the letter and burst into tears when she saw,50,DET,0.6287,DET,0.7359,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.6287,0.0000,0.0000,0.0000,0.0000,0.2970,0.0000,0.0000,0.0329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7359,0.0000,0.0000,0.0000,0.0000,0.2081,0.0000,0.0000,0.0057,0.0000,0.0000,0.0000
She opened the sealed letter addressed to her and,50,VERB,0.8430,VERB,0.8958,0,0.0000,0.0050,0.0360,0.0143,0.0000,0.0115,0.0000,0.0000,0.0000,0.0000,0.0468,0.0000,0.0000,0.0000,0.0000,0.8430,0.0000,0.0000,0.0003,0.0182,0.0018,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.8958,0.0000
She opened the sealed letter addressed to her brother and,50,VERB,0.8472,VERB,0.8943,0,0.0000,0.0000,0.0297,0.0085,0.0000,0.0183,0.0000,0.0102,0.0000,0.0000,0.0449,0.0000,0.0000,0.0000,0.0000,0.8472,0.0000,0.0000,0.0000,0.0205,0.0006,0.0000,0.0016,0.0000,0.0029,0.0000,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,0.8943,0.0000
