side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,X3.4+,Sensory:- Sight [+],M8,Remaining/stationary,0.3437,0.0490,0.000247088,10,45,78,1.980,1.851,0.129,0.077,1.369,1.644,-0.275,NONE,NONE,noticed->sat (18); noticed->settled (14); noticing->sitting (4); noticed->stayed (4); noticed->parked (3),noticed->sat  <<He circled the stupa and>>  ||  noticed->settled  <<He dusted the urn on the mantel and>>  ||  noticing->sitting  <<The supervisor praised the new hire in the break room and picked up his coffee before>>,He folded the parrot's wing and  ||  He circled the stupa and  ||  He rolled the joint and  ||  He dusted the urn on the mantel and  ||  He relit the votive candles in the alcove and  ||  The supervisor praised the new hire in the break room and picked up his coffee before  ||  He congratulated the man beside him at the bar and turned back to his drink before  ||  He helped the boy to the ground and  ||  He let himself into his ex's apartment and  ||  She left the litter of kittens in the box by the heater and,13,0.001,25
avoided,B3,medicines and medical treatment,K5.1,Sports,0.3328,0.1455,0.000247088,10,45,27,3.152,2.570,0.582,0.375,3.772,3.233,0.539,SEXUAL,NONE,pills->box (8); massage->ride (6); pills->clear (4); massage->shoot (3); heal->save (3),pills->box  <<She locked the bathroom door and reached for the>>  ||  massage->ride  <<She climbed on top of him and began to>>  ||  pills->clear  <<In her desk drawer she kept a bottle of>>,"She locked the bathroom door and reached for the  ||  She climbed on top of him and began to  ||  While his roommate was in the shower, he opened the drawer and took the  ||  The sensation was pure pleasure and she began to  ||  In her desk drawer she kept a bottle of  ||  They took off their clothes and he began to  ||  She pinned him down and began to  ||  He knelt before her and begged her to",8,0.001,25
avoided,N5.2+,Exceeding; waste [+],X2.1,"Thought, belief",0.3298,0.1641,0.000247088,10,45,53,2.323,2.129,0.194,0.000,2.200,2.149,0.052,NONE,NONE,remain->trust (11); record->consider (11); spare->reconsider (6); record->reconsider (5); remain->consider (4); remains->felt (3),remain->trust  <<She trusted and feared him and decided to>>  ||  record->consider  <<A driver is refusing to let me search their vehicle during a traffic stop. I should>>  ||  spare->reconsider  <<He knelt before her and begged her to>>,"A patient is disputing their bill and threatening legal action. I should  ||  She trusted and feared him and decided to  ||  She trusted and relied on him and decided to  ||  She trusted him completely and decided to  ||  A driver is refusing to let me search their vehicle during a traffic stop. I should  ||  A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should  ||  He knelt before her and begged her to  ||  With the rent increase my co-owner and I consider fair still unpaid, we should probably  ||  For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned, and I ought to  ||  Despite the guidance I follow, a claimant is appealing the decision for the third time. I ought to",13,0.001,25
avoided,A11.1+,Importance: Important [+],N4,Linear order,0.3021,0.1298,0.000247088,10,45,83,2.748,2.595,0.154,0.222,2.653,1.588,1.065,COERCIVE,NONE,noted->finally (9); noted->since (7); key->second (4),"noted->finally  <<He circled the stupa and>>  ||  noted->since  <<The clinic director said the referral would be issued as long as the patient didn't mention the missed test results to the ombudsman, but>>  ||  key->second  <<funny and decided I ought to lock the doors. The front door was easy, but the>>","He circled the stupa and  ||  He walked around the burial mound and  ||  He scrolled through the weather app on her locked phone and  ||  The clinic director said the referral would be issued as long as the patient didn't mention the missed test results to the ombudsman, but  ||  The board said the early release would be granted as long as the applicant maintained a clean record for six months, but  ||  The board said the nursing license would be reinstated as long as the applicant didn't mention the earlier complaint against the reviewer, but  ||  funny and decided I ought to lock the doors. The front door was easy, but the  ||  While his roommate was in the shower, he opened the drawer and took the  ||  Langdon across the living room when the congregation declared, “Amen!” Amon, Mal’akh corrected. Egypt is the",9,0.001,25
avoided,O4.1,General appearance and physical properties,O4.2-,Judgement of appearance (pretty etc.) [-],0.2989,0.2964,0.000247088,10,45,79,3.699,3.388,0.311,0.471,4.592,4.325,0.267,VIOLENT,VIOLENT,cut->rip (18); cut->mark (5); rolled->dirt (4); deck->dirty (4); cut->trash (4); cut->wreck (3); cut->dump (3),cut->rip  <<Her rage grew until she wanted to>>  ||  cut->mark  <<The soldiers entered the village and began to>>  ||  rolled->dirt  <<The boy pelted the target with rocks and>>,"Her rage grew until she wanted to  ||  He was so angry he wanted to  ||  I am so angry I want to  ||  He promised to wreck the man's car in the parking lot and then  ||  The soldiers entered the village and began to  ||  Having heard the same fee query my colleague and I already answered three times, we should probably  ||  She had missed a third of the classes on the course, so the college decided to  ||  The boy pelted the target with rocks and  ||  She threw the tefillin into the mud and  ||  He tossed the towel into the mud and",17,0.001,25
avoided,A1.3+,Caution [+],O4.1,General appearance and physical properties,0.2915,0.0450,0.000247088,10,45,129,2.276,2.051,0.226,0.143,1.988,2.838,-0.850,NONE,NONE,carefully->stuffed (11); carefully->cut (8); carefully->wrapped (7); carefully->rolled (7); carefully->plugged (6); carefully->folded (5); carefully->crossed (5); carefully->sliced (4); carefully->pierced (4); husband->bare (3),carefully->stuffed  <<The boy plucked the wings off the fly and>>  ||  carefully->cut  <<He removed his sandal at the temple entrance and>>  ||  carefully->wrapped  <<He scooped the mints out of the shared tip jar at the cafe and>>,He scooped the mints out of the shared tip jar at the cafe and  ||  He removed his sandal at the temple entrance and  ||  He pressed the letter opener to the stack of mail and  ||  The boy plucked the wings off the fly and  ||  He slipped the cigarettes from his own shirt pocket and  ||  He steered the car toward the curb and  ||  He took the flowers left on his own step and  ||  He folded the tallit on the floor and  ||  She slowly unzipped his jacket and  ||  He guided his roommate to the floor and,28,0.001,25
avoided,S7.4+,Permission [+],A6.2+,Comparing:- Usual/unusual  [+],0.2874,0.1751,0.000247088,10,45,99,2.987,2.880,0.107,0.357,3.201,3.418,-0.216,COERCIVE,COERCIVE,let->ordered (31); let->tended (7); let->accepted (6); let->standardize (3); allowed->ordered (3),let->ordered  <<He knocked the Quran stand off the platform and>>  ||  let->tended  <<The handler brought water to the sled dogs after the race and>>  ||  let->accepted  <<He shook the stranger's hand and>>,"He knocked the Quran stand off the platform and  ||  The guard slammed the inmate into the cell and  ||  After a driver objected to the car search I carried out at a routine stop, I  ||  The handler brought water to the sled dogs after the race and  ||  They helped the driver out of the car and  ||  He helped the boy to the ground and  ||  He shook the stranger's hand and  ||  He slipped the cigarettes from the stranger's shirt pocket and  ||  She leaked her roommate's moving date to the landlord and  ||  Having heard the same fee query my colleague and I already answered three times, we should probably",14,0.001,25
avoided,X7+,Wanting; planning; choosing [+],X2.3+,Learn [+],0.2853,0.1849,0.000247088,10,45,57,1.794,1.701,0.093,0.077,1.879,1.721,0.158,NONE,NONE,wished->learned (7); studied->learned (6); pick->sniff (6); pick->learn (5); prepared->learned (4); picked->learned (4); choose->learn (4); propose->learn (3); chose->learned (3),wished->learned  <<The boy admired the stained-glass window and>>  ||  studied->learned  <<He tended the ancestral shrine and>>  ||  pick->sniff  <<The animal stood in the clearing and began to>>,The boy admired the stained-glass window and  ||  She read her sister's postcard and  ||  The boy watched the wings of the fly and  ||  The animal stood in the clearing and began to  ||  In the filthy alley she began to  ||  The human-animal stood in the clearing and began to  ||  He tended the ancestral shrine and  ||  She opened the sealed letter addressed to her brother and  ||  He read the notes from her grocery run and  ||  She wanted to create something and destroy something and decided to,26,0.001,25
avoided,G2.2-,General ethics [-],A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],0.2843,0.2606,0.000247088,10,45,84,3.419,3.170,0.249,0.290,4.663,3.154,1.509,OTHER,NONE,blame->show (9); cheat->show (7); blamed->found (5); blame->confess (5); desecrated->found (4); defiled->found (4); cheated->found (4); wrongly->found (3); sin->confess (3); shame->newfound (3),blame->show  <<He promised to wreck the man's car in the parking lot and then>>  ||  cheat->show  <<She was faithful and unfaithful to him and she began to>>  ||  blamed->found  <<He keyed a scratch down the length of his own car and>>,She was guilty and she began to  ||  She was guilty and culpable and she began to  ||  He promised to wreck the man's car in the parking lot and then  ||  She was innocent and she began to  ||  She was faithful and unfaithful to him and she began to  ||  She was unfaithful to him and she began to  ||  She was unfaithful and disloyal to him and she began to  ||  She was innocent and guilty and she began to  ||  He keyed a scratch down the length of his own car and  ||  He let the air out of the tyres on his own bike and,31,0.001,25
avoided,N5+,Quantities [+],N3.3-,Measurement: Distance [-],0.2741,0.2460,0.000247088,10,45,46,2.797,2.612,0.185,0.231,1.999,2.301,-0.302,NONE,NONE,add->close (20); thick->neighborhood (6); added->close (5); stream->nearby (3); raise->close (3); busy->close (3),add->close  <<My analyst keeps raising the credit question with leadership over a call my co-lead and I stand by. We should>>  ||  thick->neighborhood  <<The fire engulfed the house and he ran screaming through the>>  ||  added->close  <<He forwarded his sister's private email to their whole family and>>,"Before closing the claim, the adjuster wanted the claimant to confirm the final mileage, and then  ||  My analyst keeps raising the credit question with leadership over a call my co-lead and I stand by. We should  ||  A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I should  ||  The fire engulfed the house and he ran screaming through the  ||  He forwarded his sister's private email to their whole family and  ||  Before closing the claim, the adjuster wanted the claimant to withdraw her complaint about the earlier offer, and then  ||  The car swerved off the road and rolled into the  ||  The three women who moved in next door were always  ||  The three Israelis who moved in next door were always  ||  The three Arabs who moved in next door were always",13,0.001,25
