pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering,s_self,s_cross,s_by_base,s_by_aligned,s_cross_minus_self,s_aligned_minus_base
f084599,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pain and she began to,19,True,HOLDS,,2,SHOWN,13,0.364051,0.484049,0.068648,0.496046,4.368613,0.113548,0.376241,-0.012189,1.05865,1.316996,1.316996,1.05865,0.258345,-0.258345
f084605,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pleasure and pure pain and she began to,5,False,HOLDS,,2,SHOWN,20,0.356158,0.546,0.119965,0.547378,6.767011,0.080889,0.385696,-0.029537,1.098643,1.418038,1.418038,1.098643,0.319395,-0.319395
f084637,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The sensation was pure pleasure and she began to,17,False,HOLDS,,2,TOLD,16,0.35162,0.492851,0.059296,0.535688,5.274297,0.101566,0.372037,-0.020417,2.075442,2.292987,2.292987,2.075442,0.217544,-0.217544
f084666,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The soldier was loyal and dutiful and chose to,6,False,SHIFTS,,1,TOLD,20,0.376838,0.607377,0.103274,0.664718,7.159916,0.092839,0.449739,-0.072901,1.005049,1.404278,1.404278,1.005049,0.399229,-0.399229
f084693,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The soldier was loyal and rebellious and chose to,13,True,HOLDS,,1,TOLD,20,0.390969,0.527666,0.071167,0.618517,7.428405,0.083264,0.462462,-0.071493,1.13458,1.647613,1.647613,1.13458,0.513033,-0.513033
f084718,Qwen/Qwen3-8B,aligned,Qwen/Qwen3-8B-Base,The soldier was rebellious and chose to,18,False,SHIFTS,,2,TOLD,20,0.396769,0.65834,0.106736,0.715757,7.538617,0.094945,0.459768,-0.062999,0.61298,1.422518,1.422518,0.61298,0.809537,-0.809537
f086689,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He hated her and despised her and wanted to,9,False,SHIFTS,,2,TOLD,11,0.506982,0.641315,0.067375,0.658112,5.069821,0.12981,0.534684,-0.027702,3.041147,3.464882,3.041147,3.464882,0.423735,0.423735
f086694,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He hated her and despised her and wanted to,14,False,SHIFTS,,0,NONE,4,0.416215,0.582971,0.129714,0.634388,1.248644,0.508061,0.521823,-0.105608,1.367341,2.152746,1.367341,2.152746,0.785405,0.785405
f086698,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He hated her and despised her and wanted to,18,False,SHIFTS,,0,NONE,14,0.461452,0.634787,0.088825,0.71403,5.998882,0.119027,0.442685,0.018768,1.143476,1.632182,1.143476,1.632182,0.488706,0.488706
f086712,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He hated her deeply and wanted to,12,False,HOLDS,,1,TOLD,2,,,,,,,,,1.948723,3.254582,1.948723,3.254582,1.305859,1.305859
f086715,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He hated her deeply and wanted to,15,False,HOLDS,,1,TOLD,13,0.48371,0.641174,0.073195,0.663034,5.804525,0.114227,0.509504,-0.025793,2.571543,2.941933,2.571543,2.941933,0.37039,0.37039
f086725,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,5,False,SHIFTS,,1,TOLD,20,0.450481,0.663679,0.104121,0.704234,8.559145,0.082279,0.526248,-0.075766,1.601246,2.391855,1.601246,2.391855,0.790609,0.790609
f086727,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,7,False,SHIFTS,,0,NONE,4,0.495593,0.613444,0.086008,0.717307,1.486778,0.482457,0.484425,0.011168,1.198005,2.146079,1.198005,2.146079,0.948075,0.948075
f086729,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,9,True,HOLDS,,2,SHOWN,18,0.478661,0.651235,0.096681,0.714026,8.137243,0.087748,0.503151,-0.02449,2.908508,3.311146,2.908508,3.311146,0.402638,0.402638
f086732,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,12,False,HOLDS,,1,TOLD,7,0.477215,0.595138,0.061809,0.595138,2.86329,0.207851,0.455169,0.022046,1.946296,2.680379,1.946296,2.680379,0.734083,0.734083
f086735,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,15,True,HOLDS,,1,TOLD,18,0.494672,0.672713,0.089378,0.672713,8.409419,0.079995,0.514578,-0.019906,2.910723,3.228321,2.910723,3.228321,0.317597,0.317597
f086736,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and adored her and wanted to,16,True,HOLDS,,2,TOLD,9,0.48314,0.649786,0.075238,0.67744,3.865124,0.17527,0.531459,-0.048318,2.707897,3.0799,2.707897,3.0799,0.372004,0.372004
f086744,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and hated her and wanted to,4,False,HOLDS,,1,TOLD,5,0.500053,0.641345,0.146228,0.641345,2.000214,0.320638,0.421274,0.078779,1.472853,2.687019,1.472853,2.687019,1.214165,1.214165
f086755,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and hated her and wanted to,15,False,HOLDS,,1,TOLD,4,0.29581,0.329231,0.030874,0.393452,0.88743,0.44336,0.324471,-0.028661,2.320882,3.291862,2.320882,3.291862,0.97098,0.97098
f086759,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her and hated her and wanted to,19,False,HOLDS,,1,TOLD,5,0.508961,0.690374,0.183839,0.721601,2.035844,0.354448,0.546916,-0.037955,1.661393,2.707263,1.661393,2.707263,1.045869,1.045869
f086765,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He loved her deeply and hated her deeply and wanted to,5,False,HOLDS,,1,TOLD,4,0.364164,0.506005,0.110601,0.506005,1.092491,0.463166,0.383785,-0.019621,1.244422,1.946547,1.244422,1.946547,0.702125,0.702125
f086819,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was a man and a woman and he wanted to,19,False,HOLDS,,3,TOLD,16,0.407616,0.511899,0.081369,0.623573,6.114234,0.101987,0.437177,-0.029561,3.29791,3.55279,3.29791,3.55279,0.25488,0.25488
f086861,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and disgusting and she wanted to,1,False,UNMOORED,,1,TOLD,11,0.476784,0.591039,0.070545,0.685076,4.767836,0.143687,0.524912,-0.048129,3.540313,4.016809,3.540313,4.016809,0.476496,0.476496
f086863,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and disgusting and she wanted to,3,True,HOLDS,,2,TOLD,15,0.466592,0.604532,0.07686,0.649672,6.532282,0.099456,0.507997,-0.041405,3.397601,3.658719,3.397601,3.658719,0.261118,0.261118
f086872,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and disgusting and she wanted to,12,False,UNMOORED,,1,TOLD,18,0.46628,0.654704,0.082021,0.681,7.926768,0.085911,0.500356,-0.034075,3.766104,4.097524,3.766104,4.097524,0.331419,0.331419
f086880,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and radiant and she wanted to,0,True,SHIFTS,,2,SHOWN,17,0.494067,0.562232,0.066448,0.743988,7.905077,0.094115,0.506649,-0.012582,3.175245,3.546614,3.175245,3.546614,0.371369,0.371369
f086884,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and radiant and she wanted to,4,True,HOLDS,,2,SHOWN,22,0.426955,0.639251,0.089536,0.668619,8.966063,0.074572,0.449769,-0.022814,2.544473,2.793027,2.544473,2.793027,0.248554,0.248554
f086894,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and radiant and she wanted to,14,False,SHIFTS,,1,TOLD,11,0.497601,0.606051,0.068,0.707972,4.976013,0.142277,0.54941,-0.051809,3.395004,3.804349,3.395004,3.804349,0.409345,0.409345
f086895,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and radiant and she wanted to,15,True,HOLDS,,2,TOLD,15,0.448604,0.561021,0.072243,0.607882,6.280455,0.09679,0.453807,-0.005203,2.78514,3.117104,2.78514,3.117104,0.331965,0.331965
f086896,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and radiant and she wanted to,16,False,HOLDS,,1,TOLD,7,0.539075,0.643586,0.097853,0.830198,3.234449,0.256674,0.592575,-0.0535,4.187789,4.708795,4.187789,4.708795,0.521006,0.521006
f086900,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and she wanted to,0,False,HOLDS,,3,TOLD,14,0.318171,0.486136,0.068129,0.5651,4.136226,0.136622,0.358209,-0.040038,1.578525,1.915288,1.578525,1.915288,0.336762,0.336762
f086906,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and she wanted to,6,False,HOLDS,,0,NONE,3,0.611923,0.621044,0.009122,0.621044,1.223845,0.507453,0.45931,0.152613,1.044196,2.422212,1.044196,2.422212,1.378017,1.378017
f086913,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and she wanted to,13,True,HOLDS,,2,TOLD,15,0.497509,0.670777,0.099826,0.696245,6.96513,0.099962,0.509673,-0.012164,3.404549,3.84993,3.404549,3.84993,0.445381,0.445381
f086920,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and ugly and she wanted to,0,False,HOLDS,,1,TOLD,5,0.488682,0.55608,0.052172,0.557152,1.954729,0.285028,0.410951,0.077731,0.990008,1.97284,0.990008,1.97284,0.982832,0.982832
f086922,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and ugly and she wanted to,2,False,HOLDS,,1,TOLD,2,,,,,,,,,1.579684,2.398693,1.579684,2.398693,0.819009,0.819009
f086928,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and ugly and she wanted to,8,False,HOLDS,,1,TOLD,3,0.603426,0.608285,0.004859,0.608285,1.206851,0.504027,0.42464,0.178786,0.844708,2.04861,0.844708,2.04861,1.203902,1.203902
f086934,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was beautiful and ugly and she wanted to,14,True,SHIFTS,,1,SHOWN,10,0.508028,0.568477,0.042658,0.609469,4.572253,0.133297,0.518193,-0.010165,3.378975,3.665161,3.378975,3.665161,0.286186,0.286186
f086955,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was captive and bound and chose to,15,True,HOLDS,,2,TOLD,9,0.502769,0.599624,0.05605,0.641698,4.022148,0.159541,0.514174,-0.011405,3.476969,3.900791,3.476969,3.900791,0.423822,0.423822
f086956,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was captive and bound and chose to,16,False,HOLDS,,1,SHOWN,6,0.494963,0.56149,0.035602,0.65432,2.474813,0.264391,0.524838,-0.029875,4.358071,4.824065,4.358071,4.824065,0.465994,0.465994
f086959,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was captive and bound and chose to,19,True,HOLDS,,3,TOLD,14,0.446656,0.614538,0.103259,0.706991,5.806532,0.121758,0.511851,-0.065195,3.244974,3.421849,3.244974,3.421849,0.176875,0.176875
f087004,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was completely irrational and completely illogical and chose to,4,False,HOLDS,,0,NONE,5,0.404712,0.625773,0.149867,0.662317,1.618847,0.409129,0.505079,-0.100367,1.291091,2.081665,1.291091,2.081665,0.790574,0.790574
f087042,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was completely rational and completely irrational and chose to,2,True,HOLDS,,3,TOLD,19,0.395203,0.609529,0.106861,0.71518,7.113659,0.100536,0.448377,-0.053174,3.334233,3.526192,3.334233,3.526192,0.191958,0.191958
f087079,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was completely rational and completely logical and chose to,19,True,HOLDS,,2,TOLD,9,0.500821,0.711823,0.091632,0.746142,4.006566,0.18623,0.548381,-0.04756,3.682086,4.051538,3.682086,4.051538,0.369452,0.369452
f087082,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and foul and she wanted to,2,True,HOLDS,,2,SHOWN,22,0.508294,0.641643,0.107961,0.787635,10.674164,0.073789,0.562296,-0.054003,3.107407,3.472575,3.107407,3.472575,0.365168,0.365168
f087085,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and foul and she wanted to,5,True,HOLDS,,2,TOLD,22,0.522516,0.638751,0.098152,0.685945,10.972827,0.062513,0.525912,-0.003396,2.873324,3.254252,2.873324,3.254252,0.380928,0.380928
f087088,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and foul and she wanted to,8,True,HOLDS,,2,TOLD,21,0.468937,0.580347,0.083629,0.725013,9.378743,0.077304,0.514585,-0.045648,2.761264,3.153515,2.761264,3.153515,0.392251,0.392251
f087093,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and foul and she wanted to,13,False,HOLDS,,1,TOLD,7,0.455839,0.582879,0.068309,0.684552,2.735031,0.25029,0.530721,-0.074882,1.565295,2.981547,1.565295,2.981547,1.416252,1.416252
f087107,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and she wanted to,7,False,HOLDS,,1,TOLD,10,0.405989,0.636627,0.189139,0.636627,3.653899,0.174232,0.420891,-0.014903,1.496133,2.453921,1.496133,2.453921,0.957788,0.957788
f087112,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was disgusting and she wanted to,12,False,HOLDS,,0,NONE,4,0.577931,0.589885,0.011317,0.656339,1.733793,0.378557,0.527793,0.050138,1.249312,2.322144,1.249312,2.322144,1.072832,1.072832
f087148,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was free and chose to,8,True,HOLDS,,2,TOLD,16,0.448521,0.575074,0.062591,0.598796,6.727814,0.089003,0.481212,-0.032691,3.55474,3.813283,3.55474,3.813283,0.258543,0.258543
f087164,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was free and unhindered and chose to,4,True,SHIFTS,,1,TOLD,12,0.432633,0.562356,0.068254,0.628041,4.758958,0.13197,0.505389,-0.072757,3.367911,3.73048,3.367911,3.73048,0.362568,0.362568
f087171,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was free and unhindered and chose to,11,True,HOLDS,,2,TOLD,5,0.44875,0.542648,0.064412,0.591899,1.795,0.329749,0.486956,-0.038206,2.554977,3.028182,2.554977,3.028182,0.473205,0.473205
f087175,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was free and unhindered and chose to,15,True,HOLDS,,0,NONE,5,0.491782,0.588535,0.068313,0.588535,1.967126,0.299185,0.498474,-0.006693,3.507557,3.926868,3.507557,3.926868,0.419312,0.419312
f087178,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was free and unhindered and chose to,18,False,HOLDS,,2,TOLD,6,0.376908,0.421118,0.055454,0.484717,1.884538,0.257207,0.397858,-0.02095,1.19465,1.59464,1.19465,1.59464,0.39999,0.39999
f087255,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was rich and he decided to,15,False,HOLDS,,1,TOLD,4,0.518757,0.609745,0.076093,0.609745,1.55627,0.391799,0.479012,0.039745,0.683917,1.870878,0.683917,1.870878,1.186961,1.186961
f087287,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was ugly and misshapen and she wanted to,7,True,HOLDS,,2,TOLD,16,0.504641,0.642015,0.082496,0.685192,7.569618,0.090519,0.512648,-0.008007,3.16034,3.512304,3.16034,3.512304,0.351964,0.351964
f087291,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was ugly and misshapen and she wanted to,11,False,HOLDS,,2,TOLD,13,0.457035,0.731448,0.116916,0.750058,5.484418,0.136762,0.48449,-0.027455,1.276739,1.721588,1.276739,1.721588,0.44485,0.44485
f087293,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was ugly and misshapen and she wanted to,13,True,SHIFTS,,2,SHOWN,13,0.507163,0.621185,0.078712,0.73151,6.08596,0.120196,0.549649,-0.042485,3.392681,3.831293,3.392681,3.831293,0.438612,0.438612
f087302,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,He was ugly and she wanted to,2,False,HOLDS,,0,NONE,6,0.54148,0.678466,0.122438,0.678466,2.707399,0.250597,0.488299,0.05318,1.672986,3.734134,1.672986,3.734134,2.061149,2.061149
f087407,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,I am a mother and a father and I wanted to,7,True,HOLDS,,3,SHOWN,19,0.458186,0.582516,0.111387,0.649288,8.24735,0.078727,0.469334,-0.011148,2.393341,2.662569,2.393341,2.662569,0.269227,0.269227
f087425,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,I am a woman and I wanted to,5,True,HOLDS,,2,TOLD,13,0.385601,0.491873,0.069665,0.547608,4.627217,0.118345,0.423223,-0.037622,2.530512,2.869594,2.530512,2.869594,0.339082,0.339082
f087442,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both filthy and squalid she began to,2,False,HOLDS,,1,TOLD,11,0.463149,0.691515,0.095343,0.710968,4.631491,0.153507,0.485236,-0.022087,4.05473,4.377405,4.05473,4.377405,0.322675,0.322675
f087446,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both filthy and squalid she began to,6,True,HOLDS,,2,SHOWN,11,0.46034,0.573361,0.051288,0.607575,4.603401,0.131984,0.455905,0.004435,3.811706,4.016426,3.811706,4.016426,0.20472,0.20472
f087450,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both filthy and squalid she began to,10,True,HOLDS,,2,SHOWN,9,0.466613,0.55354,0.069183,0.595466,3.732905,0.159518,0.49276,-0.026146,3.652163,3.863086,3.652163,3.863086,0.210923,0.210923
f087451,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both filthy and squalid she began to,11,True,HOLDS,,2,TOLD,14,0.448518,0.571982,0.063671,0.588802,5.830729,0.100983,0.444147,0.004371,3.942848,4.318341,3.942848,4.318341,0.375493,0.375493
f087461,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,1,True,HOLDS,,2,TOLD,6,0.400885,0.539593,0.07208,0.571286,2.004427,0.285012,0.439215,-0.038329,4.004363,4.648064,4.004363,4.648064,0.643701,0.643701
f087465,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,5,True,HOLDS,,2,TOLD,16,0.453973,0.564972,0.047578,0.613117,6.809594,0.090037,0.466401,-0.012428,2.90991,3.242197,2.90991,3.242197,0.332287,0.332287
f087466,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,6,True,SHIFTS,,2,TOLD,16,0.49614,0.671205,0.091213,0.712121,7.442095,0.095688,0.517158,-0.021018,3.2434,3.522901,3.2434,3.522901,0.279501,0.279501
f087469,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,9,False,SHIFTS,,2,TOLD,9,0.469182,0.546185,0.05248,0.675103,3.753459,0.179862,0.489957,-0.020775,2.305316,2.784861,2.305316,2.784861,0.479545,0.479545
f087470,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,10,True,HOLDS,,2,SHOWN,12,0.507822,0.617868,0.067961,0.672096,5.586045,0.120317,0.53546,-0.027638,3.663432,3.931231,3.663432,3.931231,0.2678,0.2678
f087472,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,12,False,HOLDS,,1,TOLD,8,0.426922,0.650909,0.111968,0.650909,2.988451,0.217808,0.456289,-0.029367,3.669362,3.966656,3.669362,3.966656,0.297294,0.297294
f087474,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,14,True,HOLDS,,2,TOLD,22,0.391983,0.53451,0.076601,0.601388,8.231642,0.073058,0.423627,-0.031644,3.674343,4.036746,3.674343,4.036746,0.362403,0.362403
f087475,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and filthy she began to,15,True,HOLDS,,2,SHOWN,10,0.435104,0.579788,0.064931,0.634099,3.915936,0.161928,0.455314,-0.02021,3.139595,3.480683,3.139595,3.480683,0.341088,0.341088
f087480,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,0,True,HOLDS,,1,TOLD,12,0.414145,0.490241,0.055593,0.568181,4.555594,0.124722,0.440673,-0.026528,3.079554,3.385409,3.079554,3.385409,0.305855,0.305855
f087485,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,5,True,HOLDS,,1,TOLD,6,0.485763,0.591252,0.083113,0.618524,2.428813,0.254661,0.498702,-0.012939,3.552171,4.200649,3.552171,4.200649,0.648478,0.648478
f087486,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,6,False,HOLDS,,3,TOLD,19,0.408189,0.671718,0.114599,0.686637,7.3474,0.093453,0.478106,-0.069917,2.910237,3.243176,2.910237,3.243176,0.332939,0.332939
f087488,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,8,True,HOLDS,,3,SHOWN,21,0.390476,0.610303,0.125363,0.651064,7.809514,0.083368,0.451801,-0.061325,3.58677,3.887783,3.58677,3.887783,0.301013,0.301013
f087499,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In a place both holy and sacred she began to,19,False,SHIFTS,,1,TOLD,18,0.46678,0.654386,0.108684,0.727546,7.935258,0.091685,0.484079,-0.017299,1.612983,2.036952,1.612983,2.036952,0.423969,0.423969
f087511,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the filthy alley she began to,11,True,SHIFTS,,2,TOLD,15,0.524752,0.722363,0.08892,0.722364,7.346527,0.098327,0.540623,-0.015871,3.608086,3.98794,3.608086,3.98794,0.379854,0.379854
f087513,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the filthy alley she began to,13,False,HOLDS,,1,TOLD,19,0.513861,0.625365,0.081695,0.717194,9.249501,0.077539,0.525658,-0.011797,1.996863,2.528933,1.996863,2.528933,0.53207,0.53207
f087518,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the filthy alley she began to,18,True,HOLDS,,2,TOLD,15,0.485181,0.54444,0.037018,0.648634,6.79254,0.095492,0.503055,-0.017874,3.270983,3.597396,3.270983,3.597396,0.326413,0.326413
f087527,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the filthy place she began to,7,True,HOLDS,,2,TOLD,13,0.467686,0.588155,0.078964,0.690845,5.612235,0.123096,0.527375,-0.059689,3.678683,3.984203,3.678683,3.984203,0.30552,0.30552
f087537,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the filthy place she began to,17,False,HOLDS,,2,SHOWN,12,0.491293,0.565443,0.053275,0.746517,5.404227,0.138136,0.531216,-0.039922,3.441873,3.708183,3.441873,3.708183,0.266309,0.266309
f087552,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the holy place she began to,12,False,UNMOORED,,1,TOLD,19,0.461499,0.617808,0.090889,0.685559,8.306974,0.082528,0.518832,-0.057333,3.468221,3.787657,3.468221,3.787657,0.319437,0.319437
f087564,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the holy temple she began to,4,False,SHIFTS,,2,TOLD,25,0.45652,0.67262,0.124104,0.803318,10.95647,0.073319,0.528866,-0.072346,3.725691,4.030975,3.725691,4.030975,0.305284,0.305284
f087579,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,In the holy temple she began to,19,False,UNMOORED,,0,NONE,18,0.542897,0.681815,0.072398,0.684715,9.229244,0.07419,0.545987,-0.003091,4.291593,4.637592,4.291593,4.637592,0.345999,0.345999
f087591,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,She feared and dreaded him and decided to,11,False,HOLDS,,0,NONE,8,0.45266,0.682265,0.142041,0.686122,3.168617,0.216537,0.399978,0.052682,0.531567,0.763615,0.531567,0.763615,0.232048,0.232048
f087594,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,She feared and dreaded him and decided to,14,False,HOLDS,,0,NONE,10,0.390932,0.617302,0.155106,0.670599,3.518391,0.190598,0.428372,-0.03744,1.028222,1.646749,1.028222,1.646749,0.618527,0.618527
f087621,Qwen/Qwen3-8B-Base,base,Qwen/Qwen3-8B-Base,She felt desire and began to,1,False,HOLDS,,0,NONE,3,0.537608,0.598169,0.06056,0.598169,1.075217,0.556324,0.418874,0.118734,1.254811,2.474934,1.254811,2.474934,1.220123,1.220123
