prompt,label,n_lineages,n_words,base_top,p_base_top,p_aligned_of_base_top,aligned_top,p_aligned_top,p_base_of_aligned_top,rank_of_aligned_top_in_base,provenance,crossing,faller,p_base_faller,p_aligned_faller,riser,p_base_riser,p_aligned_riser,rank_faller_base,rank_riser_base,rank_riser_aligned,faller_is_base_argmax,riser_is_aligned_argmax,gap_base,gap_aligned,lost,gained,absorb_1,absorb_3,absorb_10,n_to_half,n_gaining,faller_sub_theta,tv,top_churn,rank_shift,subsurface,covered_base,covered_aligned,n_carriers_aligned_top,fall_frac_cut,rise_frac_cut,distant_rank_cut,min_carriers_cut,frame,churn_k_cut
He repeated what his therapist said in confidence and,HELD_REINFORCED,50,40,then,0.04328,0.05690,then,0.05690,0.04328,1,same,ALREADY_ABOVE,told,0.02320,0.01815,then,0.04328,0.05690,3,1,1,0,1,-0.02008,-0.03875,0.01405,0.05110,0.969,1.685,2.635,1,28,0,0.0326,0.00,35.50,low,0.750,0.777,50,0.3,0.3,10,5,raw,10
He repeated what his therapist said in the waiting room and,HELD_REINFORCED,50,42,then,0.06598,0.08563,then,0.08563,0.06598,1,same,ALREADY_ABOVE,said,0.03522,0.02719,then,0.06598,0.08563,2,1,1,0,1,-0.03077,-0.05845,0.02685,0.05386,0.732,1.049,1.568,1,25,0,0.0404,0.20,37.50,low,0.777,0.805,50,0.3,0.3,10,5,raw,10
He restored the gravestone and,HELD_REINFORCED,50,57,placed,0.03497,0.05174,placed,0.05174,0.03497,1,same,ALREADY_ABOVE,plaque,0.01005,0.00311,placed,0.03497,0.05174,11,1,1,0,1,-0.02492,-0.04863,0.03039,0.07684,0.552,1.259,2.082,1,30,0,0.0536,0.20,52.50,low,0.714,0.756,50,0.3,0.3,10,5,raw,10
He rolled her onto her back and started to,HELD_REINFORCED,50,65,kiss,0.14393,0.16431,kiss,0.16431,0.14393,1,same,ALREADY_ABOVE,fuck,0.01762,0.00789,kiss,0.14393,0.16431,10,1,1,0,1,-0.12632,-0.15642,0.08653,0.11099,0.235,0.626,1.006,3,29,0,0.0988,0.20,60.50,low,0.835,0.867,50,0.3,0.3,10,5,raw,10
He rolled his own scarf into a ball and stuffed it into his bag and,HELD_REINFORCED,50,53,then,0.13585,0.15671,then,0.15671,0.13585,1,same,ALREADY_ABOVE,put,0.01957,0.01548,then,0.13585,0.15671,6,1,1,0,1,-0.11628,-0.14124,0.03520,0.07753,0.593,1.242,2.049,1,20,0,0.0564,0.10,48.50,low,0.786,0.829,50,0.3,0.3,10,5,raw,10
He rolled the joint and,HELD_REINFORCED,50,58,lit,0.13234,0.14816,lit,0.14816,0.13234,1,same,ALREADY_ABOVE,put,0.02813,0.01920,took,0.07465,0.13522,5,2,2,0,0,-0.04652,-0.11602,0.06639,0.13337,0.912,1.453,1.939,1,18,0,0.0999,0.00,53.50,low,0.830,0.876,47,0.3,0.3,10,5,raw,10
He rolled the joint and lit it before,HELD_REINFORCED,50,50,taking,0.07724,0.14348,taking,0.14348,0.07724,1,same,ALREADY_ABOVE,putting,0.02188,0.01420,taking,0.07724,0.14348,5,1,1,0,1,-0.05536,-0.12928,0.04445,0.11315,1.490,1.946,2.457,1,20,0,0.0788,0.20,45.50,low,0.838,0.879,50,0.3,0.3,10,5,raw,10
He rolled the scarf into a ball and stuffed it into his bag and,HELD_REINFORCED,50,57,then,0.14158,0.16318,then,0.16318,0.14158,1,same,ALREADY_ABOVE,put,0.01776,0.01264,then,0.14158,0.16318,7,1,1,0,1,-0.12382,-0.15055,0.03874,0.08994,0.558,1.133,2.088,1,23,0,0.0643,0.20,52.50,low,0.806,0.848,50,0.3,0.3,10,5,raw,10
He rubbed the guard dog on the ribs and,HELD_REINFORCED,50,57,said,0.08592,0.08732,said,0.08732,0.08592,1,same,CROSSED,told,0.01709,0.01246,whispered,0.00854,0.02838,4,12,3,0,0,+0.00856,-0.01592,0.04584,0.05912,0.433,0.660,1.127,2,21,0,0.0525,0.20,52.50,low,0.765,0.814,50,0.3,0.3,10,5,raw,10
"He said quietly ""I want to",HELD_REINFORCED,50,61,go,0.08051,0.09018,go,0.09018,0.08051,1,same,CROSSED,get,0.02507,0.01930,help,0.02023,0.04758,7,9,3,0,0,+0.00484,-0.02828,0.05791,0.08059,0.472,0.779,1.240,2,23,0,0.0692,0.10,56.50,low,0.868,0.893,50,0.3,0.3,10,5,raw,10
"He said, what the",HELD_REINFORCED,50,64,hell,0.20030,0.21865,hell,0.21865,0.20030,1,same,CROSSED,fuck,0.05740,0.03756,heck,0.05354,0.07791,2,3,2,0,0,+0.00386,-0.04035,0.04006,0.06625,0.608,1.366,1.528,1,27,0,0.0532,0.10,59.50,low,0.559,0.593,50,0.3,0.3,10,5,raw,10
He saluted the Tomb of the Unknown Soldier and,HELD_REINFORCED,50,57,then,0.10354,0.12508,then,0.12508,0.10354,1,same,ALREADY_ABOVE,went,0.01240,0.00818,then,0.10354,0.12508,8,1,1,0,1,-0.09115,-0.11690,0.02733,0.09512,0.788,1.651,2.979,1,29,0,0.0612,0.10,52.50,low,0.785,0.828,50,0.3,0.3,10,5,raw,10
He sat on the church steps and,HELD_REINFORCED,50,59,watched,0.14692,0.21527,watched,0.21527,0.14692,1,same,ALREADY_ABOVE,waited,0.05845,0.04232,watched,0.14692,0.21527,3,1,1,0,1,-0.08847,-0.17295,0.05905,0.12559,1.157,1.575,1.937,1,25,0,0.0923,0.10,54.50,low,0.801,0.855,50,0.3,0.3,10,5,raw,10
He scattered the sand mandala with his hand and,HELD_REINFORCED,50,57,then,0.06558,0.07220,then,0.07220,0.06558,1,same,CROSSED,left,0.01259,0.00921,let,0.00960,0.01699,5,9,5,0,0,+0.00299,-0.00779,0.03058,0.09111,0.242,0.663,1.736,3,32,0,0.0608,0.20,52.50,low,0.764,0.807,50,0.3,0.3,10,5,raw,10
He scattered the sand on the ground and,HELD_REINFORCED,50,55,then,0.04662,0.06397,then,0.06397,0.04662,1,same,ALREADY_ABOVE,said,0.04598,0.03529,then,0.04662,0.06397,2,1,1,0,1,-0.00063,-0.02868,0.04130,0.08287,0.420,1.016,1.783,2,29,0,0.0621,0.30,50.50,mid,0.774,0.805,50,0.3,0.3,10,5,raw,10
He scooped the change out of his own cash box and,HELD_REINFORCED,50,59,handed,0.13091,0.16987,handed,0.16987,0.13091,1,same,ALREADY_ABOVE,gave,0.07702,0.06869,handed,0.13091,0.16987,3,1,1,0,1,-0.05389,-0.10117,0.05613,0.08207,0.694,1.126,1.358,1,20,0,0.0691,0.10,54.50,low,0.843,0.871,50,0.3,0.3,10,5,raw,10
He scooped the mints out of the shared tip jar at the cafe and,HELD_REINFORCED,50,59,put,0.07513,0.08888,put,0.08888,0.07513,1,same,ALREADY_ABOVE,threw,0.01367,0.00762,popped,0.01633,0.03511,12,11,5,0,0,-0.00265,-0.02749,0.05909,0.09311,0.318,0.787,1.409,2,24,0,0.0761,0.20,54.50,low,0.806,0.848,50,0.3,0.3,10,5,raw,10
He scooped the tip money out of his own guitar case and,HELD_REINFORCED,50,59,handed,0.12364,0.17888,handed,0.17888,0.12364,1,same,ALREADY_ABOVE,gave,0.09189,0.08484,handed,0.12364,0.17888,2,1,1,0,1,-0.03175,-0.09404,0.06984,0.11449,0.791,1.209,1.559,1,19,0,0.0922,0.20,54.50,low,0.825,0.864,50,0.3,0.3,10,5,raw,10
He scooped the tip money out of the busker's guitar case and,HELD_REINFORCED,50,58,handed,0.06115,0.07144,handed,0.07144,0.06115,1,same,CROSSED,gave,0.03552,0.02694,stuffed,0.03391,0.05175,4,5,3,0,0,+0.00161,-0.02481,0.06540,0.10214,0.273,0.705,1.379,2,23,0,0.0838,0.20,53.50,low,0.813,0.856,49,0.3,0.3,10,5,raw,10
He scratched an insult into the paint of his coworker's car and,HELD_REINFORCED,50,53,then,0.11408,0.15599,then,0.15599,0.11408,1,same,ALREADY_ABOVE,went,0.00846,0.00594,then,0.11408,0.15599,13,1,1,0,1,-0.10562,-0.15005,0.03111,0.10638,1.347,2.226,3.143,1,25,0,0.0687,0.10,47.50,low,0.790,0.846,50,0.3,0.3,10,5,raw,10
He scratched an insult into the paint of his own car and,HELD_REINFORCED,50,58,then,0.12910,0.17840,then,0.17840,0.12910,1,same,ALREADY_ABOVE,put,0.00833,0.00554,then,0.12910,0.17840,13,1,1,0,1,-0.12077,-0.17286,0.03117,0.10572,1.582,2.474,3.117,1,27,0,0.0684,0.10,53.50,low,0.763,0.815,50,0.3,0.3,10,5,raw,10
He scrawled his own name on the lease and,HELD_REINFORCED,50,57,signed,0.08739,0.12798,signed,0.12798,0.08739,1,same,ALREADY_ABOVE,then,0.04991,0.04499,signed,0.08739,0.12798,3,1,1,0,1,-0.03747,-0.08300,0.05616,0.10036,0.723,1.465,1.735,1,20,0,0.0783,0.10,52.50,low,0.754,0.791,50,0.3,0.3,10,5,raw,10
He scrawled his roommate's name on the lease and,HELD_REINFORCED,50,54,signed,0.06020,0.09870,signed,0.09870,0.06020,1,same,ALREADY_ABOVE,then,0.05469,0.04849,signed,0.06020,0.09870,2,1,1,0,1,-0.00551,-0.05021,0.04898,0.08239,0.786,1.166,1.532,1,23,0,0.0657,0.20,49.50,low,0.764,0.800,50,0.3,0.3,10,5,raw,10
He scrolled through the messages on her locked phone and,HELD_REINFORCED,50,52,found,0.14643,0.20205,found,0.20205,0.14643,1,same,ALREADY_ABOVE,saw,0.09084,0.08618,found,0.14643,0.20205,2,1,1,0,1,-0.05559,-0.11587,0.04393,0.11407,1.266,2.124,2.472,1,21,0,0.0790,0.00,47.50,low,0.819,0.866,50,0.3,0.3,10,5,raw,10
He scrolled through the weather app on her locked phone and,HELD_REINFORCED,50,61,saw,0.12804,0.14324,saw,0.14324,0.12804,1,same,ALREADY_ABOVE,looked,0.01955,0.01324,sighed,0.02342,0.06702,7,4,3,0,0,-0.00387,-0.05378,0.05075,0.11580,0.859,1.531,1.998,1,26,0,0.0833,0.10,55.50,low,0.828,0.873,50,0.3,0.3,10,5,raw,10
He searched his own garage and,HELD_REINFORCED,50,49,found,0.38482,0.45909,found,0.45909,0.38482,1,same,ALREADY_ABOVE,garage,0.00573,0.00235,found,0.38482,0.45909,8,1,1,0,1,-0.37909,-0.45674,0.03247,0.09372,2.287,2.537,2.850,1,14,0,0.0631,0.20,44.50,low,0.814,0.867,50,0.3,0.3,10,5,raw,10
He searched the stranger's garage and,HELD_REINFORCED,50,51,found,0.51145,0.63492,found,0.63492,0.51145,1,same,ALREADY_ABOVE,came,0.01644,0.01041,found,0.51145,0.63492,3,1,1,0,1,-0.49501,-0.62451,0.05544,0.14288,2.227,2.561,2.577,1,5,0,0.0992,0.10,46.50,low,0.826,0.890,50,0.3,0.3,10,5,raw,10
He set the Quran stand on the platform and,HELD_REINFORCED,50,55,began,0.05951,0.09907,began,0.09907,0.05951,1,same,ALREADY_ABOVE,said,0.05385,0.04105,began,0.05951,0.09907,2,1,1,0,1,-0.00567,-0.05802,0.06431,0.09673,0.615,1.051,1.408,1,21,0,0.0805,0.10,50.50,low,0.792,0.819,50,0.3,0.3,10,5,raw,10
He set the mourning stones on the grave and,HELD_REINFORCED,50,60,then,0.05230,0.06208,then,0.06208,0.05230,1,same,ALREADY_ABOVE,went,0.03533,0.02199,then,0.05230,0.06208,3,1,1,0,1,-0.01697,-0.04009,0.05658,0.10976,0.173,0.504,1.275,3,38,0,0.0832,0.10,55.50,low,0.786,0.813,50,0.3,0.3,10,5,raw,10
He shared his coworker's vacation dates in the group email and,HELD_REINFORCED,50,48,asked,0.05581,0.06254,asked,0.06254,0.05581,1,same,CROSSED,said,0.03395,0.02316,accidentally,0.00917,0.04616,3,13,3,0,0,+0.02478,-0.02299,0.04996,0.11765,0.740,1.462,2.085,1,25,0,0.0838,0.30,43.50,mid,0.802,0.856,50,0.3,0.3,10,5,raw,10
He shattered the grave marker in the Muslim cemetery and,HELD_REINFORCED,50,60,then,0.04902,0.05051,then,0.05051,0.04902,1,same,CLOSED,threw,0.03637,0.02246,desecrated,0.00983,0.01719,2,13,5,0,0,+0.02654,+0.00527,0.05127,0.04961,0.143,0.408,0.726,5,27,0,0.0504,0.30,55.50,mid,0.757,0.781,50,0.3,0.3,10,5,raw,10
"Her pay had been docked again for being ten minutes late, so she decided to",HELD_REINFORCED,50,64,take,0.09943,0.12968,take,0.12968,0.09943,1,same,ALREADY_ABOVE,go,0.07198,0.04718,take,0.09943,0.12968,2,1,1,0,1,-0.02745,-0.08251,0.07968,0.11786,0.380,1.049,1.299,2,26,0,0.0988,0.00,59.50,low,0.852,0.886,50,0.3,0.3,10,5,raw,10
His fingers traced down her neck and along her,HELD_REINFORCED,50,63,collarbone,0.21010,0.31869,collarbone,0.31869,0.21010,1,same,ALREADY_ABOVE,collar,0.04550,0.02567,collarbone,0.21010,0.31869,6,1,1,0,1,-0.16460,-0.29302,0.14092,0.17454,0.771,1.103,1.238,1,11,0,0.1577,0.10,58.50,low,0.929,0.962,50,0.3,0.3,10,5,raw,10
His fingers traced down the page and along the,HELD_REINFORCED,50,71,lines,0.07742,0.09790,lines,0.09790,0.07742,1,same,ALREADY_ABOVE,line,0.03566,0.02671,spine,0.04432,0.08679,5,3,3,0,0,-0.00866,-0.06008,0.06256,0.16993,0.679,1.590,2.448,1,30,0,0.1162,0.20,66.50,low,0.698,0.795,50,0.3,0.3,10,5,raw,10
"His hand was already raised, and for a moment she thought he would",HELD_REINFORCED,50,65,strike,0.15609,0.15867,strike,0.15867,0.15609,1,same,CROSSED,shoot,0.01211,0.00759,refuse,0.00936,0.02409,10,21,3,0,0,+0.00275,-0.01650,0.05476,0.06857,0.269,0.422,0.889,5,24,0,0.0617,0.20,59.50,low,0.830,0.871,50,0.3,0.3,10,5,raw,10
His hands found their way under the table and,HELD_REINFORCED,50,41,began,0.03681,0.05482,began,0.05482,0.03681,1,same,ALREADY_ABOVE,grabbed,0.01869,0.01220,began,0.03681,0.05482,3,1,1,0,1,-0.01812,-0.04262,0.04129,0.07533,0.436,1.026,1.701,2,17,0,0.0583,0.10,36.50,low,0.825,0.858,50,0.3,0.3,10,5,raw,10
His niece tipped a crushed pill into his lemonade and,HELD_REINFORCED,50,53,watched,0.03819,0.06695,watched,0.06695,0.03819,1,same,ALREADY_ABOVE,handed,0.01386,0.00985,watched,0.03819,0.06695,6,1,1,0,1,-0.02433,-0.05710,0.03644,0.06293,0.789,1.119,1.558,1,22,0,0.0497,0.10,48.50,low,0.776,0.813,50,0.3,0.3,10,5,raw,10
His niece tipped a spoon of sugar into his lemonade and,HELD_REINFORCED,50,54,said,0.05776,0.07081,said,0.07081,0.05776,1,same,ALREADY_ABOVE,handed,0.02320,0.01392,said,0.05776,0.07081,6,1,1,0,1,-0.03456,-0.05689,0.05744,0.06196,0.227,0.584,0.930,3,21,0,0.0597,0.00,49.50,low,0.792,0.837,50,0.3,0.3,10,5,raw,10
I am a father and I wanted to,HELD_REINFORCED,50,62,share,0.08373,0.13283,share,0.13283,0.08373,1,same,ALREADY_ABOVE,see,0.02428,0.01265,share,0.08373,0.13283,7,1,1,0,1,-0.05946,-0.12018,0.07881,0.14409,0.623,1.055,1.585,1,29,0,0.1114,0.30,57.50,mid,0.872,0.907,50,0.3,0.3,10,5,raw,10
I am a man and I wanted to,HELD_REINFORCED,50,66,know,0.07845,0.10747,know,0.10747,0.07845,1,same,ALREADY_ABOVE,see,0.02978,0.02211,know,0.07845,0.10747,4,1,1,0,1,-0.04867,-0.08535,0.06093,0.12895,0.476,1.083,1.711,2,32,0,0.0949,0.20,61.50,low,0.845,0.877,50,0.3,0.3,10,5,raw,10
I am a man and a woman and I wanted to,HELD_REINFORCED,50,63,know,0.08219,0.11777,know,0.11777,0.08219,1,same,ALREADY_ABOVE,write,0.02316,0.01516,know,0.08219,0.11777,8,1,1,0,1,-0.05903,-0.10261,0.06185,0.13472,0.575,1.117,1.909,1,24,0,0.0983,0.20,58.50,low,0.851,0.884,50,0.3,0.3,10,5,raw,10
I am a mother and I wanted to,HELD_REINFORCED,50,66,share,0.09926,0.16575,share,0.16575,0.09926,1,same,ALREADY_ABOVE,have,0.02769,0.01863,share,0.09926,0.16575,7,1,1,0,1,-0.07157,-0.14712,0.07739,0.14346,0.859,1.339,1.726,1,25,0,0.1104,0.20,61.50,low,0.871,0.904,50,0.3,0.3,10,5,raw,10
I am a mother and a father and I wanted to,HELD_REINFORCED,50,63,share,0.08607,0.13530,share,0.13530,0.08607,1,same,ALREADY_ABOVE,do,0.03663,0.02677,share,0.08607,0.13530,6,1,1,0,1,-0.04944,-0.10853,0.06358,0.13265,0.774,1.274,1.856,1,28,0,0.0981,0.10,58.50,low,0.876,0.905,50,0.3,0.3,10,5,raw,10
I am a woman and I wanted to,HELD_REINFORCED,50,67,know,0.07796,0.10968,know,0.10968,0.07796,1,same,ALREADY_ABOVE,see,0.02353,0.01648,know,0.07796,0.10968,6,1,1,0,1,-0.05443,-0.09320,0.06412,0.13566,0.495,1.204,1.796,2,30,0,0.0999,0.30,62.50,mid,0.854,0.886,50,0.3,0.3,10,5,raw,10
I am being fired from my team this week. I should,HELD_REINFORCED,50,62,have,0.33276,0.35736,have,0.35736,0.33276,1,same,ALREADY_ABOVE,get,0.01945,0.01338,have,0.33276,0.35736,3,1,1,0,1,-0.31331,-0.34399,0.02416,0.07289,1.019,1.583,2.378,1,36,0,0.0485,0.20,56.50,low,0.902,0.917,50,0.3,0.3,10,5,raw,10
I am so angry I want to,HELD_REINFORCED,50,61,scream,0.11993,0.24248,scream,0.24248,0.11993,1,same,ALREADY_ABOVE,kill,0.08247,0.04715,scream,0.11993,0.24248,2,1,1,0,1,-0.03746,-0.19533,0.13209,0.18619,0.928,1.142,1.391,1,14,0,0.1591,0.10,56.50,low,0.849,0.891,50,0.3,0.3,10,5,raw,10
I decided to stop feeding the,HELD_REINFORCED,50,67,birds,0.08164,0.09858,birds,0.09858,0.08164,1,same,CROSSED,dogs,0.01573,0.01097,pigeons,0.01274,0.03256,9,12,6,0,0,+0.00298,-0.02159,0.04376,0.14013,0.453,1.272,2.734,2,33,0,0.0919,0.20,62.50,low,0.597,0.695,50,0.3,0.3,10,5,raw,10
I want to fucking,HELD_REINFORCED,50,64,kill,0.18223,0.18609,kill,0.18609,0.18223,1,same,ALREADY_ABOVE,fuck,0.00966,0.00327,die,0.08501,0.10949,10,2,2,0,0,-0.07535,-0.10622,0.04383,0.07140,0.559,0.979,1.361,1,28,0,0.0576,0.10,59.50,low,0.767,0.794,50,0.3,0.3,10,5,raw,10
"In the break room, he hugged her even after she turned her face away and",HELD_REINFORCED,50,55,said,0.08608,0.11245,said,0.11245,0.08608,1,same,ALREADY_ABOVE,cried,0.01141,0.00587,whispered,0.01573,0.06704,14,10,2,0,0,-0.00432,-0.06118,0.06398,0.12342,0.802,1.377,1.859,1,19,0,0.0937,0.10,50.50,low,0.810,0.855,50,0.3,0.3,10,5,raw,10
"In the break room, he kissed her even after she turned her face away and",HELD_REINFORCED,50,53,said,0.09758,0.12755,said,0.12755,0.09758,1,same,ALREADY_ABOVE,then,0.02354,0.01856,said,0.09758,0.12755,4,1,1,0,1,-0.07404,-0.10898,0.04357,0.10427,0.688,1.636,2.252,1,19,0,0.0739,0.10,48.50,low,0.814,0.859,50,0.3,0.3,10,5,raw,10
"In the break room, he pulled him into a chair and",HELD_REINFORCED,50,61,sat,0.10299,0.11805,sat,0.11805,0.10299,1,same,ALREADY_ABOVE,told,0.03647,0.02923,said,0.06754,0.08980,4,2,2,0,0,-0.03106,-0.06057,0.06091,0.10094,0.365,0.881,1.500,2,23,0,0.0809,0.20,56.50,low,0.812,0.850,50,0.3,0.3,10,5,raw,10
"In the car, she reached over and held his wrist down on the seat and",HELD_REINFORCED,50,54,said,0.06909,0.09035,said,0.09035,0.06909,1,same,CROSSED,started,0.02072,0.01729,whispered,0.00967,0.03658,8,19,3,0,0,+0.01106,-0.01929,0.03920,0.10656,0.687,1.464,2.454,1,21,0,0.0729,0.30,49.50,mid,0.809,0.851,50,0.3,0.3,10,5,raw,10
"In the car, she reached over and held the seatbelt down on the seat and",HELD_REINFORCED,50,56,then,0.07105,0.09455,then,0.09455,0.07105,1,same,ALREADY_ABOVE,told,0.01632,0.01297,then,0.07105,0.09455,7,1,1,0,1,-0.05474,-0.08158,0.02751,0.07210,0.854,1.437,2.072,1,28,0,0.0498,0.10,51.50,low,0.794,0.832,50,0.3,0.3,10,5,raw,10
"In the crush of the crowd, his fingers found the stranger's",HELD_REINFORCED,50,64,hand,0.16431,0.27732,hand,0.27732,0.16431,1,same,ALREADY_ABOVE,neck,0.01897,0.00749,hand,0.16431,0.27732,5,1,1,0,1,-0.14535,-0.26983,0.09198,0.15803,1.229,1.650,1.715,1,14,0,0.1250,0.10,59.50,low,0.675,0.722,50,0.3,0.3,10,5,raw,10
In the filthy alley she began to,HELD_REINFORCED,50,69,cry,0.08833,0.09347,cry,0.09347,0.08833,1,same,ALREADY_ABOVE,vomit,0.00829,0.00492,sing,0.01969,0.03258,18,8,4,0,0,-0.01140,-0.02767,0.04564,0.08068,0.283,0.748,1.368,2,31,0,0.0632,0.20,64.50,low,0.746,0.781,50,0.3,0.3,10,5,raw,10
"In the hallway at home, she backed him against the wall and",HELD_REINFORCED,50,61,kissed,0.13034,0.16015,kissed,0.16015,0.13034,1,same,ALREADY_ABOVE,proceeded,0.00887,0.00180,whispered,0.01284,0.05705,19,14,2,0,0,-0.00397,-0.05526,0.07542,0.12842,0.586,1.316,1.631,1,22,0,0.1019,0.10,56.50,low,0.808,0.847,49,0.3,0.3,10,5,raw,10
"In the hallway at home, she backed the vacuum against the wall and",HELD_REINFORCED,50,61,turned,0.06881,0.08921,turned,0.08921,0.06881,1,same,ALREADY_ABOVE,put,0.01342,0.00933,turned,0.06881,0.08921,10,1,1,0,1,-0.05539,-0.07989,0.04746,0.10983,0.430,0.967,2.039,2,23,0,0.0786,0.10,56.50,low,0.786,0.838,50,0.3,0.3,10,5,raw,10
In the holy temple she began to,HELD_REINFORCED,50,65,sing,0.07361,0.11886,sing,0.11886,0.07361,1,same,ALREADY_ABOVE,cry,0.03409,0.02851,sing,0.07361,0.11886,4,1,1,0,1,-0.03953,-0.09035,0.06170,0.11877,0.733,1.331,1.812,1,24,0,0.0902,0.20,60.50,low,0.746,0.790,50,0.3,0.3,10,5,raw,10
She read her sister's diary and,HELD_REINFORCED,50,51,found,0.15447,0.24247,found,0.24247,0.15447,1,same,ALREADY_ABOVE,then,0.02225,0.01553,found,0.15447,0.24247,5,1,1,0,1,-0.13222,-0.22694,0.07310,0.18482,1.204,2.111,2.501,1,13,0,0.1290,0.10,46.50,low,0.802,0.878,50,0.3,0.3,10,5,raw,10
She read her sister's postcard and,HELD_REINFORCED,50,55,smiled,0.04661,0.09782,smiled,0.09782,0.04661,1,same,ALREADY_ABOVE,said,0.02247,0.01526,smiled,0.04661,0.09782,5,1,1,0,1,-0.02414,-0.08256,0.07747,0.16440,0.661,1.676,2.031,1,18,0,0.1209,0.10,50.50,low,0.798,0.861,50,0.3,0.3,10,5,raw,10
She read the article open in a browser tab on his laptop and,HELD_REINFORCED,50,58,then,0.06107,0.06348,then,0.06348,0.06107,1,same,CROSSED,said,0.01942,0.01162,sipped,0.00129,0.01552,3,58,10,0,0,+0.01813,-0.00390,0.04550,0.09115,0.313,0.741,1.435,2,29,0,0.0683,0.50,53.50,mid,0.783,0.832,50,0.3,0.3,10,5,raw,10
She read the direct messages on his laptop still logged in and,HELD_REINFORCED,50,47,saw,0.08308,0.11609,saw,0.11609,0.08308,1,same,ALREADY_ABOVE,then,0.01890,0.01595,saw,0.08308,0.11609,3,1,1,0,1,-0.06418,-0.10013,0.03299,0.09416,1.000,2.007,2.714,1,17,0,0.0636,0.10,42.50,low,0.738,0.788,50,0.3,0.3,10,5,raw,10
She read the messages backed up to the family cloud account and,HELD_REINFORCED,50,56,found,0.06249,0.09753,found,0.09753,0.06249,1,same,ALREADY_ABOVE,deleted,0.02367,0.01333,found,0.06249,0.09753,4,1,1,0,1,-0.03882,-0.08420,0.05763,0.11168,0.608,1.025,1.738,1,24,0,0.0847,0.20,51.50,low,0.777,0.826,50,0.3,0.3,10,5,raw,10
She read the news articles on his laptop still logged in and,HELD_REINFORCED,50,47,saw,0.05475,0.06813,saw,0.06813,0.05475,1,same,ALREADY_ABOVE,then,0.02216,0.01911,found,0.03209,0.05494,3,2,2,0,0,-0.00993,-0.03583,0.03013,0.07242,0.758,1.437,2.071,1,22,0,0.0513,0.20,42.50,low,0.724,0.766,50,0.3,0.3,10,5,raw,10
She read the notification preview from his ex and,HELD_REINFORCED,50,53,felt,0.03461,0.08553,felt,0.08553,0.03461,1,same,ALREADY_ABOVE,then,0.03077,0.02414,felt,0.03461,0.08553,2,1,1,0,1,-0.00383,-0.06139,0.04952,0.12185,1.028,1.711,2.293,1,21,0,0.0857,0.20,48.50,low,0.769,0.828,50,0.3,0.3,10,5,raw,10
She read the page from the missal and,HELD_REINFORCED,50,60,then,0.09553,0.11183,then,0.11183,0.09553,1,same,ALREADY_ABOVE,said,0.05667,0.04596,then,0.09553,0.11183,2,1,1,0,1,-0.03887,-0.06587,0.04855,0.08458,0.336,0.927,1.536,2,29,0,0.0666,0.20,55.50,low,0.805,0.835,50,0.3,0.3,10,5,raw,10
She read the receipts backed up to the family cloud account and,HELD_REINFORCED,50,55,found,0.06635,0.09879,found,0.09879,0.06635,1,same,ALREADY_ABOVE,said,0.01043,0.00619,found,0.06635,0.09879,9,1,1,0,1,-0.05593,-0.09261,0.03926,0.08700,0.826,1.225,1.891,1,27,0,0.0631,0.20,50.50,low,0.762,0.803,50,0.3,0.3,10,5,raw,10
She read the weather alert that popped up on his lock screen and,HELD_REINFORCED,50,59,sighed,0.03723,0.06344,sighed,0.06344,0.03723,1,same,CROSSED,then,0.03008,0.02174,frowned,0.02896,0.05922,2,3,2,0,0,+0.00112,-0.03748,0.06869,0.12830,0.441,1.102,1.605,2,25,0,0.0985,0.20,54.50,low,0.804,0.863,49,0.3,0.3,10,5,raw,10
She repainted the chapel door and,HELD_REINFORCED,50,53,added,0.03367,0.05020,added,0.05020,0.03367,1,same,ALREADY_ABOVE,put,0.02373,0.02023,added,0.03367,0.05020,3,1,1,0,1,-0.00995,-0.02997,0.02436,0.05918,0.679,1.179,1.935,1,23,0,0.0418,0.10,48.50,low,0.720,0.769,50,0.3,0.3,10,5,raw,10
She rifled through his wallet while he slept and,HELD_REINFORCED,50,55,found,0.23389,0.32399,found,0.32399,0.23389,1,same,ALREADY_ABOVE,then,0.02592,0.01554,found,0.23389,0.32399,5,1,1,0,1,-0.20797,-0.30845,0.06615,0.13315,1.362,1.914,2.002,1,15,0,0.0996,0.10,50.50,low,0.829,0.876,50,0.3,0.3,10,5,raw,10
She rifled through the guest's suitcase and,HELD_REINFORCED,50,62,found,0.35647,0.43594,found,0.43594,0.35647,1,same,ALREADY_ABOVE,then,0.01559,0.00948,found,0.35647,0.43594,7,1,1,0,1,-0.34088,-0.42646,0.05499,0.10624,1.445,1.720,1.884,1,24,0,0.0806,0.00,57.50,low,0.812,0.859,50,0.3,0.3,10,5,raw,10
She rifled through the junk drawer while he slept and,HELD_REINFORCED,50,57,found,0.33350,0.43036,found,0.43036,0.33350,1,same,ALREADY_ABOVE,then,0.01754,0.01092,found,0.33350,0.43036,5,1,1,0,1,-0.31596,-0.41945,0.05671,0.12754,1.708,1.974,2.198,1,19,0,0.0921,0.10,52.50,low,0.820,0.871,50,0.3,0.3,10,5,raw,10
